z_id,z_lat_d,z_long_d,z_land,z_water,z_pop,z_households,z_comm,z_med_inc,z_house_unit,z_comm_miles,z_comm_miles_ph,z_carb_ton_ph,z_pov,z_per_comm
32189,29.550867,-81.647122,24.412,3.384,5807,2783,1451,31831,3607,3.7025543171500005E7,25504.076577578788,10.591342455371155,19.7,76.2
32608,29.597009,-82.407808,38.996,2.431,45842,19355,11460,40465,22975,2.0094356436E8,17533.57744950046,7.281350597836944,15.4,71.3
32792,28.610096,-81.298342,12.291,0.681,46914,20171,11728,42368,23554,1.8717038893699998E8,15958.595637720082,6.627291562262542,10.3,80.7
33437,26.511382,-80.148217,10.839,0.038,35938,18214,8984,56381,20762,1.46978655774E8,16359.13581991207,6.793628038857878,6.0,84.5
33868,28.251383,-81.827822,166.565,4.492,11720,3805,2930,48831,4307,7.0343699891E7,24008.0887,9.970088050322431,11.1,84.1
36067,32.509379,-86.564904,239.235,4.246,26954,9976,6738,50315,10737,8.3442906864E7,12383.009106477703,5.142420650900344,11.1,88.6
36874,32.564252,-85.198549,111.392,1.728,7901,3220,1975,49722,3501,2.04494269055E7,10352.829720541702,4.299326996563277,10.7,86.7
37421,35.031635,-85.147624,30.384,0.005,46228,18961,11557,54880,20747,7.2794141717E7,6298.705694990049,2.6157288556718026,8.1,86.5
39217,32.299131,-90.210495,0.015,0.0,1103,0,275,,0,962721.5125,3491.2838168631006,1.4498616486197373,,32.3
39648,31.189344,-90.384302,103.75,0.162,21710,8389,5427,32148,9640,1.53645018075E8,28308.616872409028,11.756012997434537,23.7,79.6
40517,37.982958,-84.489425,6.175,0.014,35227,16168,8806,37988,17748,1.5222531526999999E7,1728.5072844125243,0.7178151512417806,24.5,83.8
42280,36.956981,-87.099164,22.058,0.119,484,132,121,19722,204,2382654.0735,19691.35597933884,8.177433672354407,26.1,72.5
42455,37.593375,-87.542551,76.332,1.119,3376,1132,844,40625,1348,1.26769537005E7,15020.087322867299,6.237547478426248,10.5,81.9
43023,40.078895,-82.536394,51.869,0.324,13231,3997,3307,95458,4423,4.6062262968E7,13925.557544554456,5.7830107429184805,1.6,67.6
43311,40.365633,-83.756432,101.557,0.296,19240,7721,4810,49197,8440,1.362166937355E8,28319.4789470894,11.76052380386839,12.2,80.6
43541,41.300755,-83.829536,0.389,0.0,144,66,36,46250,65,669300.0360000001,18591.667666666668,7.720754698769473,8.2,86.7
44844,40.992079,-83.26093,17.618,0.015,764,216,191,46667,309,5441526.491,28489.6674921466,11.83119976648163,11.5,66.2
45005,39.538613,-84.295877,36.049,0.552,29963,11927,7490,53284,12565,9.761697830600001E7,13031.669499849815,5.4117965815497815,7.6,90.5
45416,39.807155,-84.258107,1.856,0.0,5740,2252,1435,33008,2548,2.6184007917999998E7,18246.695413240417,7.5774944924050285,22.0,70.3
45638,38.561201,-82.680194,77.532,1.453,21635,8357,5408,36614,9785,6.070350208E7,11223.203527617286,4.660776156539011,17.5,86.8
45735,39.261786,-81.928198,50.061,0.177,1730,717,432,45898,792,6252594.768,14456.866515606936,6.0036529310373306,9.7,91.6
45860,40.399273,-84.516848,34.984,0.028,2274,746,568,68462,753,1.45737163675E7,25635.384991204926,10.645872262469076,0.0,89.9
46032,39.962604,-86.174761,25.81,0.385,42234,17456,10558,93451,17629,1.122308768345E8,10629.433805417437,4.414195244333868,4.6,84.6
46040,39.92728,-85.834287,33.277,0.447,9944,3840,2486,82105,3767,3.2728127932499997E7,13164.97503318584,5.46715575326741,2.4,87.3
47018,38.996765,-85.086623,71.267,0.064,4275,1674,1068,60688,1831,2.5379689699500002E7,23747.07808140351,9.861695463057618,5.1,88.4
48159,42.019159,-83.547956,30.541,0.022,2582,931,645,63063,995,1.46289913155E7,22663.038443841982,9.411515077122605,5.1,87.8
48221,42.427,-83.148609,5.452,0.001,38727,14414,9681,37303,17406,7.661121144700001E7,7912.950804038527,3.2860931680135703,20.1,72.8
48328,42.646381,-83.359098,9.041,2.572,24960,10914,6240,47741,11807,6.79321548635E7,10886.563279407052,4.520976068415443,12.7,87.3
48818,43.271447,-84.888184,25.265,1.85,2407,993,601,40691,1537,1.7948952472E7,29827.92267885334,12.38695088069952,12.2,82.4
49002,42.195311,-85.562988,17.662,2.779,18786,8340,4696,42740,8724,1.127313756895E8,24003.27386127968,9.968088542298718,9.1,84.2
50248,42.191226,-93.614673,81.654,0.037,4420,1797,1105,54982,2004,2.5314913827E7,22909.424277828053,9.513834278367193,4.4,78.2
50424,43.39443,-93.933846,121.952,0.0,1482,628,370,56500,744,1.069919787E7,28877.72704453441,11.992353282466231,6.7,80.2
52760,41.548655,-91.086807,21.981,0.76,533,173,133,66250,235,2970581.492,22293.294499061914,9.257967673512303,0.0,100.0
53183,43.005837,-88.370357,3.562,0.005,2815,1084,703,96139,1080,1.3293642572E7,18889.72301527531,7.84453123536223,3.8,86.2
54449,44.638415,-90.208267,170.478,0.311,26418,11191,6604,51572,12345,1.90666666164E8,28869.205263683853,11.9888143541289,6.9,79.5
54812,45.392528,-91.882516,92.099,0.196,5728,2052,1432,50252,2408,3.6666579812E7,25605.1535,10.633317717500002,5.9,66.9
55066,44.511925,-92.539132,119.588,8.291,18564,7868,4641,48984,8413,1.455214016095E8,31355.6133612368,13.021370838379042,7.9,84.7
55322,44.771878,-93.787011,54.594,2.168,3163,1152,790,77162,1171,1.4512530528500002E7,18352.868199178,7.621585966639949,3.9,78.6
55757,46.512538,-92.950125,109.15,0.014,866,392,216,41667,577,5260267.548,24296.847796766746,10.090004035975053,13.2,81.7
56572,46.602178,-96.073714,163.846,34.135,5454,2211,1363,51438,3893,3.3029805258E7,24224.279617161716,10.059867895220384,11.4,72.7
57028,44.061736,-96.599811,200.112,0.376,3448,1371,862,45688,1528,2.0279183139E7,23525.7345,9.769775817827105,11.1,71.8
59088,46.074337,-108.093579,329.464,2.147,1373,512,343,54271,613,7503679.1165,21860.682058266568,9.078312217374533,18.5,75.8
60108,41.950022,-88.091865,7.193,0.349,22735,9214,5683,75089,9369,6.0814295956999995E7,10699.678197844732,4.443366361880662,2.6,87.1
60960,40.438957,-87.890723,83.084,0.031,1064,379,266,47404,473,7002938.1485,26326.835144736844,10.93301794071385,12.0,76.2
61109,42.191304,-89.055756,38.61,0.31,28333,10785,7083,43061,12056,1.26252849826E8,17824.141435922775,7.4020161187404545,15.5,85.2
61111,42.335503,-89.002745,14.219,0.437,23492,9704,5873,50761,10217,8.145914045300001E7,13870.107347692832,5.7599833644367395,8.9,83.8
62901,37.739004,-89.209109,29.941,0.917,27182,10174,6795,21245,12916,9.4727032057E7,13939.670672798175,5.788871648091467,24.8,69.3
62902,37.662587,-89.117546,61.469,1.726,4531,2079,1132,54607,2240,1.7411468264E7,15370.971762524829,6.38326289969898,12.0,84.4
64804,37.022425,-94.50942,91.176,0.595,37521,14366,9380,43225,16825,3.376136365E7,3599.196572586018,1.4946756981575677,8.9,84.4
65014,38.316176,-91.631137,130.89,0.577,2252,860,563,37083,1257,1.3921913544E7,24728.088,10.269089628785048,19.3,70.9
65081,38.644434,-92.782268,65.883,0.172,3928,1145,982,48494,1267,2.25334640735E7,22946.50109317719,9.529231552105875,11.2,83.0
66440,39.268181,-95.676822,49.184,0.039,2063,687,515,65208,829,8003835.6959999995,15518.828300533203,6.44466481807657,1.7,84.8
66962,39.599322,-97.114331,51.348,0.107,264,122,66,60000,134,1762733.7750000001,26708.0875,11.091344561331779,18.4,76.7
67106,37.467123,-97.757279,49.887,0.0,388,64,97,95417,167,1538769.8305,15863.6065,6.587844437640188,0.0,63.9
68114,41.263205,-96.050513,5.808,0.052,16928,8120,4232,51093,8847,3.54467654215E7,8375.889749881851,3.4783426265046744,4.7,84.9
68351,40.661361,-97.434635,92.136,0.178,853,364,213,62500,412,5711454.7395,26782.906164126613,11.122415284139871,6.1,79.9
68503,40.824554,-96.67404,2.956,0.0,15264,6078,3816,32758,6572,7.1126257545E7,18638.956379716983,7.74039277320303,22.3,69.9
68517,40.936247,-96.61502,26.801,0.153,538,175,134,122813,193,2635289.3045,19593.229029739778,8.136683476041936,0.0,70.3
71331,31.257244,-92.113148,69.711,3.936,1036,413,259,42083,429,4280311.441000001,16526.299000000003,6.863047626775703,8.9,73.5
71765,33.141882,-92.331795,198.295,4.942,2156,938,539,34297,1156,1.48508139395E7,27552.5305,11.442025166051405,12.5,91.0
71921,34.243654,-93.390909,198.046,9.191,3652,1363,913,37599,1690,1.7309536871E7,18958.967,7.873286903224301,20.2,81.9
72041,34.721785,-91.467356,96.776,8.76,1457,612,364,35379,901,1.095435279E7,30073.720768702813,12.489026003339344,18.9,84.3
72088,35.595187,-92.267834,14.75,3.07,2391,1224,597,35064,2237,1.7220825588000003E7,28809.411272271023,11.963983083022086,6.2,93.5
72426,35.868207,-90.041639,0.891,0.005,196,90,49,35625,94,1055162.5455,21533.9295,8.942618292827104,0.0,90.9
72719,36.367161,-94.295087,8.506,0.021,8975,3374,2243,56109,3519,3.0925852460500002E7,13783.109731699165,5.723854961944416,5.9,87.0
74741,33.780883,-96.304088,79.814,4.205,972,393,243,42039,480,6032773.583,24826.22873662551,10.309845550579016,5.4,86.7
75215,32.750602,-96.756846,8.414,0.197,14648,5825,3662,25473,7539,3.7408900535E7,10215.428873566356,4.242267121466552,28.4,66.0
75661,32.631317,-94.171261,127.362,9.407,2807,1135,701,35859,1835,1.460687249E7,20814.9233915212,8.644029167310698,21.0,85.0
75933,30.553812,-93.812696,74.36,0.265,1599,487,399,43250,784,1.0750780401999999E7,26893.759604752966,11.168450542403722,13.7,78.0
77702,30.086268,-94.128303,1.238,0.0,2893,1079,723,34883,1404,9400535.9025,12997.63000691324,5.397660648198037,21.9,89.2
78065,29.079849,-98.642309,166.791,0.099,10831,3187,2707,50134,4046,5.4400919609E7,20090.820647770288,8.343323509193205,14.7,81.5
78117,28.938338,-97.923572,53.343,0.681,545,260,136,83438,287,3927903.516,28828.649658715596,11.971972407336708,1.0,92.7
78379,27.306614,-97.780427,81.358,9.502,1585,541,396,49402,861,1.1532234185999999E7,29103.430122397473,12.086083341016186,2.0,68.9
79762,31.925304,-102.357792,31.669,0.232,39056,15866,9764,62317,16265,6.2285622381E7,6379.109215587873,2.6491188597630577,7.2,82.3
80203,39.731686,-104.98265,1.073,0.0,18839,13860,4709,45965,14896,2.9525306834500004E7,6268.975388184087,2.6033824427472894,9.6,57.4
83702,43.676435,-116.152104,40.687,0.152,22293,10653,5573,49208,11774,4.914870914E7,8818.680148925672,3.662224788948713,8.4,71.5
84112,40.765074,-111.841491,0.861,0.0,1942,266,485,,388,6881988.827500001,14175.054227600413,5.886621818723593,54.8,41.0
84646,39.541055,-111.608795,38.855,0.01,1657,579,414,45821,571,1.3363244973E7,32258.889494266747,13.396483688577039,13.3,66.7
84725,37.540352,-113.780206,168.005,0.699,1964,471,491,53750,686,1.12518392245E7,22916.1695,9.516635436752338,11.2,84.6
85224,33.324113,-111.878217,9.363,0.0,42796,17670,10699,62283,18763,1.0748039543849999E8,10045.83563309655,4.171838377164909,8.6,79.3
87004,35.368394,-106.59731,56.553,1.144,10136,3729,2534,43839,3944,3.116781873E7,12299.8495382794,5.107886114331264,15.9,83.7
87553,36.214889,-105.687472,20.448,0.003,1209,449,302,30329,626,9639134.377,31891.263447477257,13.243815806436002,19.8,73.6
90606,33.977272,-118.066363,3.783,0.084,32396,8539,8099,64393,8931,4.931212315850001E7,6088.668126744044,2.528504375811884,8.6,82.0
92131,32.886218,-117.083325,25.114,0.215,32787,11536,8196,120496,11832,6.19621826145E7,7559.359821209626,3.139253772480839,2.9,84.6
93307,35.24512,-118.9411,138.898,0.289,82658,21924,20664,34596,23411,2.2420198623799998E8,10849.620665295553,4.505634525816897,29.5,71.6
93701,36.74966,-119.787684,1.514,0.0,12529,3038,3132,19468,3828,3.48885545905E7,11138.496157873731,4.625598848365601,52.5,56.1
94564,37.994038,-122.282589,5.59,0.458,18287,6741,4571,71936,7127,8.5784316034E7,18763.999788702356,7.792320846831676,4.7,68.0
94580,37.675731,-122.133017,3.448,0.007,27152,8643,6788,71120,8958,7.5056599126E7,11057.247956098998,4.59185806475943,5.6,75.1
95117,37.311181,-121.96187,2.571,0.0,30067,10960,7516,68214,11263,1.0163790410000001E8,13521.522479795125,5.615222910184079,9.5,75.9
95334,37.347307,-120.742627,56.0,0.227,15457,4148,3864,51883,4098,7.54245303955E7,19518.54315727502,8.10566789900482,20.5,71.8
95361,37.786492,-120.757696,231.695,3.37,31610,11539,7902,57048,12050,1.34760367784E8,17052.877922682695,7.081725518639305,11.9,83.5
97116,45.580829,-123.165712,72.22,0.183,24104,9002,6026,51157,9079,9.2240997381E7,15307.1685,6.356766656985982,10.8,74.2
98155,47.754413,-122.300477,7.569,0.662,32778,13363,8194,75839,13905,1.062481102045E8,12965.783172188663,5.384435282768256,4.0,65.3
98203,47.945519,-122.231096,10.704,0.873,34354,13335,8588,57497,14245,1.646918903315E8,19175.861946963963,7.963359117881718,9.5,72.9
98251,47.912317,-121.606822,152.467,2.51,4567,1796,1141,65938,2174,3.5493650385E7,31087.05967593606,12.909845763553449,6.1,82.2
727,18.215308,-66.073565,21.555,0.01,58382,20561,14595,29995,23679,1.51048113851E8,10348.950967832552,4.29771622668822,28.0,82.0
1088,42.391709,-72.646494,5.2,0.014,670,290,167,61750,357,3535968.098,21110.25730149254,8.766675543848796,0.0,87.6
2538,41.77636,-70.648923,4.551,0.463,3603,1185,900,58542,1739,2.6343353842499997E7,29246.021473771852,12.145298730720118,6.3,85.5
2791,41.528538,-71.078091,1.054,0.005,246,104,61,91029,277,1083713.608,17621.359479674797,7.317804752143456,0.0,79.5
2838,41.965249,-71.476373,1.43,0.086,3400,1425,850,58226,1571,1.8970454983000003E7,22318.182332941178,9.268303102469547,14.9,90.9
2873,41.533065,-71.780524,2.808,0.169,235,123,58,71296,104,1332249.6675,22676.59008510638,9.417142807772919,,100.0
3844,42.924811,-70.886242,12.315,0.34,2238,930,559,102794,902,1.3850416723000001E7,24754.989674709563,10.280261366315136,1.7,76.5
4352,44.466488,-69.96045,37.734,4.747,1632,689,408,53917,1093,7096262.808,17392.801,7.222888901261683,11.2,83.0
4418,45.088416,-68.461406,147.372,0.414,1771,652,442,42500,961,6113758.807,13808.602613212874,5.734441655309478,15.5,81.9
4675,44.301347,-68.251148,5.121,1.083,253,181,63,87721,363,1785584.0520000001,28230.577897233205,11.723604942650072,0.0,50.5
4949,44.37103,-69.333664,26.001,2.399,913,373,228,36563,718,6992405.921499999,30634.856173055858,12.722054523829321,14.0,69.7
6376,41.29406,-72.25395,0.1,0.0,57,93,14,139940,280,273165.02999999997,19169.475789473683,7.9607070720118065,0.0,68.6
6470,41.395083,-73.317663,37.307,0.69,16003,5773,4000,110747,5871,8.223410358800001E7,20554.6718960195,8.535951828968473,2.0,81.0
6770,41.488428,-73.053383,16.724,0.093,31975,12143,7993,58046,13107,1.568805429855E8,19625.400217107115,8.150043538758457,7.0,87.0
7044,40.834007,-74.242877,2.778,0.021,13584,5405,3396,100941,5688,4.3625995698E7,12846.288485865723,5.334811484761154,2.0,80.5
8019,39.777292,-74.534219,59.957,1.852,925,364,231,87292,341,5651746.249999999,24439.98378378378,10.149445602172266,5.6,84.6
10580,40.978942,-73.69332,8.484,0.411,17208,5935,4302,156595,6475,6.4662976374E7,15030.910361227336,6.2420420738424,2.4,51.1
11424,40.714304,-73.827263,0.034,0.0,0,0,0,,0,0.0,,,,
12089,42.867481,-73.312773,0.542,0.0,69,64,17,64375,36,264335.035,15323.770144927536,6.363660994297712,0.0,100.0
13693,43.985747,-76.246105,19.362,1.689,503,207,125,46875,1117,2792752.8125,22208.769880715707,9.222866258407501,4.5,92.6
15478,39.787462,-79.804657,62.792,0.005,6446,2513,1611,41807,2729,1.8195214336000003E7,11290.855932981696,4.688870872729362,20.2,82.5
16881,41.026792,-78.320258,31.383,0.419,2232,825,558,47470,969,1.2016498383000001E7,21534.94333870968,8.943039320145465,3.5,76.9
19020,40.100591,-74.938934,17.235,1.087,55493,21776,13873,60809,23235,1.893350223265E8,13647.48867976141,5.667534200796247,7.7,78.4
19446,40.232824,-75.303178,22.553,0.006,55138,21709,13784,76933,23035,2.2084387518099996E8,16021.174158003552,6.653279193559701,4.2,82.7
19735,39.803172,-75.599718,0.194,0.0,12,9,3,,8,25192.874,8397.624666666667,3.487368710872275,0.0,100.0
20057,38.909123,-77.075774,0.168,0.0,3888,0,972,,0,1.0945811616000002E7,11261.123061728398,4.676523394840201,,2.1
20260,38.88367,-77.024998,0.017,0.0,0,0,0,,0,0.0,,,,
20617,38.548459,-76.858802,6.544,0.007,781,333,195,85129,301,5189694.064499999,26579.73912676056,11.038044000912203,19.8,77.4
20732,38.655142,-76.542568,10.187,2.556,9919,3357,2479,93580,3957,6.7590682776E7,27257.055257989712,11.319320097091337,7.0,80.7
21714,39.419295,-77.504419,0.029,0.0,99,32,24,,61,543376.681,21954.613373737375,9.117320049177762,0.0,100.0
24457,37.764571,-79.941307,7.183,0.039,270,54,67,,140,1555116.8665,23038.768392592592,9.567548350699552,59.3,100.0
24823,37.671967,-81.751954,13.633,0.012,383,188,95,29271,176,2787320.4724999997,29110.39657963446,12.088976373981845,10.3,45.5
25062,37.880313,-81.432653,3.175,0.009,230,67,57,33869,108,1388916.228,24155.064834782606,10.031124354519301,22.4,100.0
25262,38.907802,-81.826041,7.446,0.956,898,429,224,71094,401,6063089.083500001,27007.07832293987,11.215509582054517,0.0,95.4
25825,37.644069,-81.083912,25.921,0.163,2390,1040,597,56154,1079,6586184.595,11022.903087866109,4.577595315040473,15.1,93.7
26070,40.256898,-80.585563,36.964,1.164,8441,3649,2110,41430,3895,5.0834812731E7,24089.474105437745,10.003885811917069,8.8,87.7
26408,39.196594,-80.306444,30.201,0.007,2852,1102,713,54188,1187,1.7595683870500002E7,24678.378500000003,10.24844624904206,7.0,92.7
26812,38.885787,-78.878037,103.3,0.065,1705,655,426,47957,1273,1.12793429815E7,26461.80171612903,10.989066908936389,3.0,65.7
27613,35.926102,-78.711414,24.603,0.164,42690,18030,10672,82239,18784,1.41969472288E8,13302.363297071912,5.524210402854117,4.0,79.8
28216,35.31145,-80.887981,29.897,0.607,47208,18585,11802,48244,19213,1.0612872026999998E8,8992.435203355362,3.7343818529074353,13.6,80.3
28432,34.168118,-78.758679,35.278,0.174,1968,824,492,32381,881,1.0622818986000001E7,21591.095500000003,8.966358210677573,16.6,92.3
28451,34.230517,-78.089706,139.773,2.34,27112,11998,6778,51181,12260,1.362465368995E8,20101.28900848333,8.347670813943523,14.1,79.1
29065,34.28514,-81.296583,24.155,4.11,677,231,169,44830,361,2318133.961,13696.50789364845,5.687890918264196,10.7,99.0
29356,35.142074,-82.280831,81.937,0.758,8074,3362,2018,44886,4214,3.9813085819000006E7,19724.095030468172,8.191029557746294,12.2,84.7
29518,33.788608,-79.847975,48.635,0.0,1232,394,308,33750,568,6302574.7655,20462.905082792207,8.497842872466093,28.3,73.1
29563,34.353366,-79.208673,37.841,0.15,2676,1115,669,29193,1245,2.0048513237E7,29967.882267563527,12.445073351020426,20.6,86.0
30236,33.523974,-84.324863,32.197,1.634,46434,15830,11608,42204,18927,1.5943204518449998E8,13734.078062152732,5.703493071885577,21.5,79.4
30315,33.702829,-84.382515,11.314,0.017,33857,11297,8464,21210,14791,6.53453685015E7,7720.160498744721,3.206031137960016,38.3,63.9
31315,31.892873,-81.588978,11.83,0.122,7488,2431,1872,36267,2524,3.0155740005E7,16108.83547275641,6.6896832171208525,17.8,92.7
31419,31.997154,-81.230649,63.548,4.786,50954,21062,12738,49321,22521,1.618977042015E8,12709.322463516113,5.277932183797557,12.6,82.9
32053,30.575561,-83.12606,123.173,0.738,3869,1510,967,35595,1767,1.70772108135E7,17655.42601550788,7.3319519158793725,22.6,78.7
33931,26.433124,-81.902995,10.911,10.628,10005,5551,2501,49393,14187,3.4366374171E7,13739.679828485756,5.7058193755024735,6.4,69.2
35080,33.262518,-86.913936,43.548,1.138,15881,5681,3970,82942,5943,5.1609601764000006E7,12999.081106731315,5.398263261472954,2.4,92.2
35254,33.516225,-86.85755,0.417,0.0,1403,167,350,,137,3252615.0765,9273.314544547398,3.851025530719287,15.5,43.6
36020,32.479374,-86.322997,10.054,1.149,1123,390,280,46897,454,1864150.8199999998,6639.89606411398,2.75741851970939,15.7,87.2
37055,36.077149,-87.442912,203.059,0.231,27024,10248,6756,41598,11508,1.7306517178999996E8,25616.51447454114,10.63803570725454,14.5,80.0
37110,35.645205,-85.741067,369.638,0.301,32495,12977,8123,33667,14618,1.8056310056750003E8,22226.57031143253,9.23025842792995,18.0,81.4
38034,35.911414,-89.236962,100.588,0.04,2998,1169,749,34710,1322,1.2095463184E7,16138.042940627085,6.701812505296866,9.2,92.1
38340,35.401322,-88.68325,177.818,0.154,12935,4540,3233,42059,5117,4.2538310655E7,13154.48338770777,5.462798778811167,19.3,82.8
39117,32.306434,-89.654596,264.181,0.53,10697,3624,2674,34150,4370,4.9310548119E7,18439.019582686735,7.657362945389582,17.7,78.8
40219,38.138599,-85.688316,14.392,0.217,38032,15777,9508,42141,16623,6.3989948094E7,6730.116543331931,2.794885314046303,18.7,83.3
40604,38.176731,-84.86254,0.351,0.051,462,0,115,,1,2486853.0319999997,21531.19508225108,8.94148274280212,,
43420,41.358062,-83.110264,134.795,3.974,30579,12535,7644,43172,13708,1.74941931428E8,22883.930988979366,9.503247415843909,14.3,85.4
43434,41.693022,-83.444689,0.021,0.0,101,41,25,,48,366238.972,14504.513742574258,6.023439889264367,45.5,95.7
43522,41.419122,-83.839146,31.638,1.034,3344,1142,836,65242,1420,1.1600971416499998E7,13876.76006758373,5.762746108440029,7.9,86.6
44681,40.507952,-81.661848,59.381,0.022,7799,2503,1949,50895,2580,4.7507421997499995E7,24365.9043454289,10.118681865319003,6.6,61.1
45369,39.952816,-83.593695,44.1,0.302,3545,1310,886,52333,1418,1.76112982345E7,19871.704636953455,8.252328930308662,6.9,93.0
45418,39.699392,-84.260728,2.412,0.028,1351,661,337,58661,454,5427445.868499999,16069.417819393038,6.67331383929654,10.1,84.7
46256,39.908383,-86.013138,11.193,0.488,23647,10188,5911,67750,10593,4.9448687431499995E7,8364.475397555714,3.473602470003628,4.5,89.2
46950,40.888204,-86.364948,28.105,0.002,643,291,160,48517,281,4007256.6855,24928.50193157076,10.352317601208851,9.2,87.5
46974,40.951905,-85.933503,41.734,0.518,1699,625,424,53917,722,1.0723143066000002E7,25245.775317245443,10.484075011418705,6.9,82.4
48120,42.306327,-83.176211,3.187,0.058,8274,2264,2068,41333,2914,2.3587294830000002E7,11403.091530094272,4.735480113455505,24.3,86.3
48130,42.364141,-83.90936,62.213,1.015,14420,5489,3605,96022,5538,8.60955001635E7,23882.246924687934,9.917828430827182,2.7,85.9
50272,41.095928,-93.255936,0.742,0.0,152,44,38,40000,84,1077550.23,28356.585,11.775933219392526,28.6,62.9
53081,43.71011,-87.735217,25.426,4.524,43129,17973,10782,42813,19696,3.1876105103300005E8,29563.50029288878,12.277141453406665,10.7,83.0
53558,42.99717,-89.275479,17.345,1.013,10742,4641,2685,65871,4438,4.6465875566E7,17302.504399925525,7.185390495427018,4.4,86.3
53920,43.665514,-89.594938,7.932,1.508,414,174,103,51500,348,2294220.1975,22166.378719806762,9.205262041258072,8.6,73.4
54435,45.360466,-89.438199,219.429,3.505,2010,903,502,49938,1740,1.047237009E7,20840.537492537314,8.654666200756035,5.4,84.7
54830,46.106014,-92.225683,359.547,17.974,2752,1532,688,43176,5043,1.737758484E7,25258.1175,10.489200477686918,6.7,78.4
55402,44.976033,-93.271443,0.178,0.0,368,322,92,,373,178244.066,1937.4354999999998,0.8045789387149533,0.0,9.7
55726,46.674045,-92.829381,92.699,1.35,1045,427,261,46750,731,4890149.6355,18718.276116746412,7.77333270324885,8.5,86.0
55927,44.036469,-92.870923,80.151,0.022,4071,1499,1017,61267,1610,1.8368195155500002E7,18047.84589093589,7.494916188446134,9.1,78.7
56031,43.622571,-94.468513,156.038,7.068,12401,5333,3100,50424,5980,8.530882715E7,27516.757406660756,11.427169302476363,9.1,79.3
56314,45.814701,-94.432957,42.458,0.359,1258,484,314,56667,497,4444716.001,14132.642292527822,5.869008974471718,7.4,77.7
57055,43.66685,-96.743898,17.44,0.075,1090,411,272,79205,449,1741509.648,6390.861093577982,2.6539991840480157,0.0,81.2
58214,47.924547,-97.499701,69.013,0.0,367,150,91,60625,179,1053796.744,11485.523095367847,4.7697123246978546,0.0,87.0
58558,46.829735,-100.488304,159.437,0.184,812,366,203,77019,327,2330153.77,11478.59,4.766833146261683,1.1,69.9
60115,41.901264,-88.759253,80.761,0.341,46272,15861,11568,38122,17761,2.9720390393099993E8,25691.900408973022,10.669342006287069,19.8,69.3
60472,41.643075,-87.708082,1.654,0.06,5390,1800,1347,23614,2060,1.3418887046E7,9958.357733580706,4.135510522351951,23.3,59.2
60503,41.712127,-88.25518,3.331,0.008,16717,4968,4179,107500,5441,5.841773291700001E7,13978.042212597957,5.804806595484021,1.0,79.3
60604,41.878095,-87.628461,0.093,0.0,570,338,142,151731,496,1563079.4265,10968.978431578947,4.555201463618791,0.0,17.0
61070,42.416818,-89.473074,34.704,0.0,1130,440,282,58250,484,4335090.8775,15345.45443362832,6.372666053815649,2.3,75.5
62226,38.535124,-89.999588,13.908,0.285,29744,12145,7436,49257,13722,9.7642485904E7,13131.049745024206,5.453067246917296,13.0,84.8
62820,38.242402,-88.237445,21.241,0.032,162,69,40,68417,102,1053236.6,26005.841975308645,10.79971577731626,5.1,85.4
63743,37.521279,-89.816136,6.216,0.016,122,21,30,,47,332035.90499999997,10886.423114754098,4.520917860785967,23.8,79.2
64463,40.062598,-94.482585,137.89,0.877,1643,674,410,40500,767,8088444.739999998,19691.892245891657,8.177656373328935,14.1,73.3
64739,38.51128,-94.096624,51.177,0.053,997,323,249,44931,434,6383592.981000001,25611.205540621868,10.635831011191897,6.1,81.0
65333,38.900768,-93.319941,62.314,0.344,759,281,189,43625,327,5695446.6765,30015.529256916998,12.464860210571095,4.4,79.9
65728,36.871381,-93.345561,0.914,0.0,76,15,19,,28,220224.2025,11590.747500000001,4.813409954789721,0.0,
66436,39.467881,-95.698276,186.4,1.422,5879,2318,1469,50339,2677,3.58967198845E7,24423.691025344444,10.142679539356827,6.4,79.7
66507,39.045162,-96.06796,95.433,0.975,1247,423,311,66683,468,5527637.0575,17730.992967121092,7.3633333877946345,2.1,79.0
67460,38.382552,-97.699453,229.97,0.732,15168,6336,3792,55763,6788,1.1553585047999999E8,30468.315,12.652893243224302,2.3,83.3
68104,41.295431,-96.002289,6.586,0.018,34664,13687,8666,40684,15099,8.73929879615E7,10084.582040330026,4.187928999645465,16.6,81.2
68135,41.207379,-96.193646,8.01,0.219,25875,8968,6468,102842,8450,6.419758603649999E7,9924.26450805797,4.121352274911738,1.5,85.5
68142,41.371146,-96.10708,18.781,0.043,3072,1248,768,74417,1262,1.02011613915E7,13282.762228515625,5.516070463776559,12.4,81.8
68443,40.447459,-96.350076,103.919,0.214,1047,442,261,53125,483,5032055.3355,19224.662217765042,7.983624912583083,1.3,76.2
70006,30.014032,-90.191345,2.589,0.148,15703,6218,3925,63676,6784,3.6321495619E7,9252.116313825385,3.8422223215404774,8.4,78.2
70466,30.568714,-90.500761,31.552,0.232,8512,3036,2128,38289,3466,5.39468197435E7,25350.949127584587,10.527751630693658,17.4,74.7
71323,31.267741,-92.211702,27.408,0.103,989,318,247,42000,387,2876420.716,11633.65304752275,4.831227786604425,4.8,84.7
73118,35.517968,-97.528718,4.97,0.003,13571,6180,3392,50470,7251,6455851.3485,1902.837329157763,0.7902109973936936,13.2,83.1
