z_id,z_lat_d,z_long_d,z_land,z_water,z_pop,z_households,z_comm,z_med_inc,z_house_unit,z_comm_miles,z_comm_miles_ph,z_carb_ton_ph,z_pov,z_per_comm
1950,42.812358,-70.891095,8.348,2.311,17416,7555,4354,85556,8264,9.316330110949999E7,21397.175266306844,8.885826943535932,4.8,73.2
2453,42.369542,-71.240513,3.499,0.284,28968,11506,7242,70597,11995,8.032213206499998E7,11091.153281552055,4.605938280988464,7.3,64.2
7747,40.415326,-74.253906,12.581,0.32,30770,11566,7692,92729,12027,1.573638106545E8,20456.783965485865,8.495300892582847,4.2,73.6
8075,40.029586,-74.948936,9.901,1.734,28894,10380,7223,75087,11321,9.248978302900001E7,12804.012324911748,5.317255024836015,4.7,82.5
11434,40.676808,-73.776425,3.239,0.066,59129,20731,14782,58076,21681,1.1831955449100001E8,8004.164081313738,3.3239722518988413,8.4,42.2
13452,43.043056,-74.63047,76.302,0.798,4629,1732,1157,40331,2096,3.20279100065E7,27675.878165046444,11.493249030503168,14.5,76.3
13460,42.687037,-75.442842,71.499,0.186,4429,1763,1107,44875,2039,3.03509257845E7,27411.086732445245,11.383286345385091,7.1,76.8
13638,44.019072,-75.741697,1.22,0.09,378,90,94,38750,164,154520.725,1635.139947089947,0.6790415284947833,10.5,91.3
14719,42.341958,-78.875953,94.331,0.586,3497,1382,874,45893,1767,2.3206012311E7,26543.908848727482,11.023164389656129,12.5,78.1
14846,42.53209,-78.001564,34.16,0.242,792,336,198,46389,418,5534018.226,27949.587,11.60691493780374,7.2,75.8
15057,40.358656,-80.243904,54.673,0.082,13930,5608,3482,72471,5614,4.85882304975E7,13952.112131371143,5.794038341658662,2.9,87.1
15237,40.549607,-80.043513,24.212,0.062,41895,18001,10473,73987,18766,1.22302921062E8,11677.089968922306,4.849266287561334,2.4,82.3
15322,39.981643,-80.053364,14.201,0.056,2018,894,504,42348,938,1.2770931203499999E7,25314.03608225966,10.512422367431853,11.1,83.8
15432,40.114094,-79.860274,0.64,0.129,427,184,106,34000,224,2019598.9795,18918.95999531616,7.856672779363306,13.3,89.8
15437,39.780204,-79.612135,69.804,0.08,2573,828,643,44085,1168,1.1503312113E7,17883.112495919162,7.42650564258101,11.1,68.4
15663,40.251846,-79.679271,0.982,0.0,455,201,113,54531,220,1691158.9475,14867.331406593406,6.1741109444110105,0.7,87.0
17043,40.247578,-76.900145,2.021,0.003,5957,2934,1489,42920,3152,2.2958514214E7,15416.158612724526,6.402028111742191,13.8,82.9
17048,40.576792,-76.761348,34.688,0.007,4046,1432,1011,45982,1757,2.4386229758500002E7,24108.976528423136,10.011984785425067,12.1,67.4
17979,40.561567,-76.199716,1.056,0.0,168,95,42,51042,90,834728.937,19874.4985,8.253489166799067,0.0,100.0
18628,41.430143,-76.313808,20.436,0.429,192,100,48,31250,292,1028554.4954999998,21428.218656249996,8.89871865411653,0.0,90.3
19141,40.037574,-75.145697,1.814,0.0,31376,12479,7844,28622,14086,7.762050240849999E7,9895.525549273329,4.1094175493641165,25.3,43.6
19979,39.048818,-75.572566,2.021,0.0,632,205,158,58750,256,2724196.943,17241.75280379747,7.160161549876081,14.0,89.7
21209,39.373191,-76.670003,7.087,0.039,26465,11872,6616,73577,12054,1.55345389366E8,23479.371149215945,9.75052202818141,5.5,76.2
21223,39.282778,-76.653992,2.632,0.019,26366,8826,6591,26342,14343,1.1668403996199998E8,17702.198279905937,7.351375519323556,34.1,46.4
22201,38.886566,-77.09525,2.339,0.0,33476,17372,8369,115000,18985,8.810226915550001E7,10527.215814971922,4.371746119049321,4.2,47.5
23116,37.675824,-77.336603,62.816,0.574,27228,9742,6807,97277,9796,9.62029868235E7,14132.949437858088,5.869136525899292,1.8,84.5
25649,37.875432,-82.093093,11.026,0.002,1397,583,349,38650,660,1.0661825574000001E7,30527.775444523984,12.677585998854425,19.6,81.5
25826,37.576034,-81.35819,0.212,0.007,296,88,74,86500,121,889005.697,12013.5905,4.989008353901871,18.2,100.0
26543,39.664628,-79.999923,0.904,0.012,252,46,63,55500,141,1089752.7174999998,17297.66218253968,7.183379617580849,0.0,55.4
27563,36.425621,-78.235797,70.819,0.201,5008,2102,1252,32318,2402,3.62993160705E7,28993.063954073485,12.04025043737622,18.5,91.0
27919,36.308171,-76.504283,58.224,0.003,1130,362,282,70795,576,8426563.26,29828.542513274337,12.387208285769583,0.0,83.9
28078,35.405286,-80.86402,63.802,1.458,52133,20184,13033,89774,20596,1.39145647413E8,10676.20489233307,4.43361835879271,3.1,81.3
28762,35.62679,-82.231583,99.731,0.191,6857,2688,1714,37262,3356,3.5132860735E7,20494.595732827765,8.511003377459831,15.7,80.7
29018,33.348797,-80.639176,109.61,0.377,3749,1238,937,31033,1752,2.61140604075E7,27862.427748732993,11.57071941135468,14.8,81.8
29824,33.821285,-81.997605,223.897,1.107,8535,2585,2133,41655,2994,3.28702050945E7,15404.8998685413,6.397352576248905,13.3,78.0
29841,33.526407,-81.939337,31.834,0.755,32494,12964,8123,46206,14342,3.4965851527E7,4304.284055764141,1.7874846917558846,12.4,83.4
30025,33.655902,-83.696581,67.719,0.938,9270,3260,2317,50583,3635,5.6704074603E7,24467.777606472493,10.160987831248649,5.4,83.8
30421,32.179599,-82.107566,101.051,1.372,3381,1560,845,35078,1746,1.96616091425E7,23261.29446021887,9.659959059250706,16.7,87.3
32571,30.677679,-87.199429,104.012,1.081,28881,11139,7220,62390,11574,1.244627544285E8,17238.011762542847,7.158607968865342,6.1,85.3
32667,29.511966,-82.305264,93.082,18.028,3794,1618,948,43981,1906,1.6400488554000001E7,17290.97369952557,7.180602021854382,4.1,76.5
33013,25.86219,-80.269677,3.813,0.017,33852,9484,8463,28948,10005,1.25300825286E8,14805.722,6.148525767009347,26.2,82.2
33760,27.907573,-82.71419,5.115,0.225,15133,6370,3783,43714,7549,5.8631057702E7,15497.537223815503,6.435823051777962,17.6,78.2
35148,33.755992,-87.045799,6.185,0.008,2702,1102,675,36250,1282,1.0315352024999999E7,15270.691376757955,6.341618423609718,18.8,86.1
37098,35.872377,-87.319372,60.094,0.009,5382,2135,1345,28066,2245,3.89305829295E7,28933.915220735784,12.015687129284064,13.6,84.0
37310,35.224608,-84.717221,42.181,1.812,4135,1836,1033,51461,1720,1.8012683479499996E7,17424.603124062873,7.236095699231158,10.3,84.8
38108,35.176666,-89.967917,7.004,0.585,18729,6440,4682,22040,8463,3.6021002115E7,7693.096719525869,3.194792081608711,39.1,66.1
39094,32.58625,-89.663156,163.835,1.088,3956,1407,989,33246,1760,1.9215929784E7,19429.656000000003,8.068754807102806,16.5,79.2
39520,30.26967,-89.480153,92.737,4.109,14681,6617,3670,36899,7971,9.864324655899999E7,26876.437997139157,11.161257218718493,25.0,83.6
43439,41.517665,-83.041286,0.055,0.0,113,27,28,,48,587138.924,20783.678725663718,8.631053870793155,0.0,100.0
44134,41.380492,-81.700991,9.593,0.008,38800,15935,9700,50367,17380,1.119088409485E8,11536.993912216496,4.791087144760188,10.0,85.0
44901,40.791707,-82.509404,0.117,0.0,2501,0,625,,0,1.9182657325999998E7,30679.979729708113,12.740793451304489,,
45166,39.476597,-83.687759,0.74,0.0,98,49,24,55787,44,597950.4709999999,24406.141673469385,10.135391637949647,0.0,100.0
45410,39.748047,-84.158124,2.229,0.0,15339,6795,3834,31889,8287,6.4534447955000006E7,16828.8540204707,6.988692788781455,27.9,81.0
46044,40.211777,-85.792705,21.878,0.016,2965,1118,741,51649,1251,1.31446257155E7,17733.05324182125,7.364188979442312,8.4,88.9
47928,39.921337,-87.472313,43.246,0.536,2047,804,511,46597,917,1.3272406370500002E7,25935.332428920374,10.77043454653343,6.2,91.4
48603,43.458786,-84.029471,18.309,0.215,26913,11850,6728,49702,12637,1.057663528865E8,15719.741817931854,6.528100258689739,4.9,87.9
49048,42.273752,-85.493,37.908,1.348,25432,10083,6358,42368,11090,1.497564943565E8,23554.025535781693,9.781524529742613,16.0,82.7
49326,43.24615,-85.316357,23.428,2.206,3752,1601,938,54675,1764,2.1286373114E7,22693.361528784648,9.424107659173327,7.6,82.6
50002,41.514778,-94.648341,107.73,0.07,1297,629,324,49063,636,9197096.4,28364.21403238242,11.779101406812272,3.7,80.7
50049,41.034517,-93.295407,201.101,0.879,6493,2805,1623,43298,3095,4.8494535618E7,29874.964187894657,12.406486296159807,9.5,82.9
50124,41.885672,-93.604073,20.888,0.0,3750,1440,937,67833,1493,1.2268406823E7,13086.3006112,5.434483809894132,8.6,87.4
50157,41.739767,-92.563011,64.983,0.032,762,296,190,47500,353,5616640.081,29483.674965879265,12.24399156176491,1.6,81.4
50219,41.420905,-92.896537,117.391,5.059,13939,5053,3484,62920,5365,8.4638341476E7,24288.210481670132,10.086417128532828,4.8,77.6
51056,42.241293,-95.956396,34.213,0.123,478,192,119,48333,228,2217555.718,18556.95161506276,7.706337803881438,2.7,70.8
52001,42.545412,-90.6963,26.143,2.837,43173,17587,10793,44416,18680,2.2423045718500003E7,2077.506378384639,0.8627476254534715,11.5,77.9
54660,43.982544,-90.494405,152.602,2.495,15688,6537,3922,48901,6880,8.283301651200001E7,21120.096,8.770761362242993,8.3,84.6
55426,44.958311,-93.374096,6.767,0.19,24945,11677,6236,62208,12256,1.7663597838E7,2832.406949368611,1.1762430167775164,9.3,77.5
56553,46.428827,-96.618255,62.791,0.0,293,119,73,57188,127,1393144.6655,19019.03980204778,7.898233958915825,2.9,76.6
60016,42.04958,-87.895,10.625,0.097,59690,23394,14922,60965,25330,1.58410394613E8,10615.539930507623,4.4084253907673485,7.1,76.8
60033,42.424786,-88.608011,121.329,0.142,13922,4297,3480,53044,5223,6.3399762432E7,18215.70533888809,7.56462492274292,13.5,74.5
60408,41.263739,-88.215536,7.53,0.208,5696,2139,1424,60117,2202,3.41663443755E7,23993.219364817418,9.96391310724918,11.6,90.7
60913,41.146985,-88.061778,45.871,0.0,1617,531,404,60568,631,1.2658755668499999E7,31314.17605071119,13.004162736573383,2.8,87.5
61251,41.730595,-90.075699,17.779,0.0,347,142,86,72589,148,1642307.686,18931.50070317003,7.861880689208976,0.0,79.4
61749,40.092849,-89.116222,32.51,0.013,556,240,139,52014,279,3299970.9859999996,23740.79846043165,9.859087659712904,8.4,89.5
62273,38.786795,-89.583856,1.344,0.0,426,149,106,37292,178,2520604.9995,23667.65257746479,9.828711610090169,11.5,94.9
62526,39.901937,-88.989475,61.633,0.257,34075,14282,8518,37840,16415,1.64586074401E8,19320.448939222304,8.023403258077975,20.4,80.1
62612,39.896048,-90.063158,89.981,0.014,1915,765,478,63079,865,9514395.365,19873.410684073107,8.253037418194287,3.4,75.3
62693,39.958048,-89.516172,39.431,0.033,1638,562,409,88958,652,9460384.497,23102.282043956042,9.593924323581186,2.5,87.3
62966,37.775136,-89.350979,113.195,3.083,15607,6144,3901,41875,7512,6.4129578051E7,16436.10637560069,6.825592399998288,14.6,84.6
63090,38.535239,-91.04884,81.689,1.99,21524,8767,5381,54242,9232,1.378665929285E8,25620.998499999998,10.639897835023366,7.6,87.5
64873,37.013395,-94.045714,42.937,0.096,1072,458,268,44085,430,6232782.123,23256.649712686565,9.658030186759138,9.1,73.7
66070,39.20569,-95.450917,30.466,14.945,2661,1009,665,54613,1191,1.9564256111500002E7,29408.87803307028,12.212929863546524,10.2,87.0
66091,38.178278,-95.312532,60.172,0.701,352,62,88,65750,195,2729330.6920000003,31015.121500000005,12.879971250957949,14.5,53.6
66512,39.19917,-95.545107,65.513,1.107,3361,1278,840,68409,1371,1.4696425409000002E7,17490.53901695924,7.263477581482093,4.5,87.3
68463,40.875803,-96.129031,56.879,0.057,1517,617,379,56250,664,6239055.8835,16451.037266974294,6.83179290614956,10.3,81.4
71655,33.633633,-91.747241,361.569,1.013,15387,5911,3846,31398,6845,9.9195553173E7,25786.84686371612,10.708771405506786,23.8,81.5
72011,34.500623,-92.465885,56.341,0.924,4074,1513,1018,55436,1551,1.8151392632E7,17821.691342169855,7.400998642890819,6.1,82.8
72926,34.732436,-94.036964,82.923,0.467,545,271,136,29271,280,3964748.364,29099.070561467892,12.084272900923608,28.9,81.3
72935,35.491333,-94.12648,3.274,0.0,577,202,144,31324,234,2113099.4880000004,14648.869934142116,6.083388182463598,13.4,95.9
74114,36.126943,-95.946695,4.873,0.081,15778,7263,3944,70502,8020,7140079.56,1810.1355203447838,0.7517137555749578,4.0,87.8
74723,33.992934,-96.017162,200.204,2.989,1729,624,432,33478,857,1.1296975608E7,26135.281915558124,10.853469644091827,16.4,78.6
75167,32.360829,-96.915523,97.58,0.572,8436,3181,2109,79690,2808,4.6788245695999995E7,22185.038262683735,9.21301098319955,3.9,84.0
75232,32.660862,-96.840948,8.267,0.004,28682,10000,7170,34105,10570,8.273348803E7,11538.036124398577,4.791519955024775,26.4,76.8
76448,32.399119,-98.801051,126.191,3.2,5628,2212,1407,35926,3001,4.1729309002500005E7,29658.357500000002,12.316533789836452,14.2,90.1
76901,31.610896,-100.553311,276.069,6.596,27969,11194,6992,46201,11906,5.560471204800001E7,7952.334663091281,3.3024485117239357,10.6,84.6
77034,29.619365,-95.191192,13.73,0.246,33678,12189,8419,43814,12778,8.794511412799999E7,10445.408174832233,4.3377730116698165,17.7,77.1
77488,29.307215,-96.091291,216.982,2.307,14148,5413,3537,40121,6220,1.0650919856199999E8,30112.86360248798,12.505281253986483,15.9,80.8
78598,26.569308,-97.442331,5.647,1.466,226,43,56,12321,437,1350515.488,23902.928991150442,9.926417287119346,31.8,100.0
78606,30.083786,-98.476159,244.597,0.579,5205,1966,1301,47045,2660,3.39569214825E7,26095.61689337176,10.836997538850227,6.1,74.3
78671,30.219091,-98.629253,46.514,0.48,654,249,163,,354,5049943.359,30886.503724770642,12.826558813179288,12.6,77.1
79106,35.203066,-101.895003,9.362,0.008,27967,11923,6991,39552,12871,1.30950063885E7,1872.922571387707,0.7777879856038578,13.2,79.3
79336,33.603903,-102.398414,432.109,0.006,16972,6038,4243,51081,6830,6.7329056881E7,15868.267,6.589779851822431,9.4,76.6
80545,40.87567,-105.638065,282.877,1.014,851,249,212,45208,2198,6550374.516,30789.069405405404,12.786096252609246,7.2,25.3
83646,43.649557,-116.431756,27.556,0.171,47098,18490,11774,63743,16254,6.9043092991E7,5863.781306297507,2.4351132929470074,5.0,84.4
84120,40.697474,-112.001241,10.173,0.0,48956,13203,12239,56486,13994,1.39400450965E8,11389.85627624806,4.729983772290492,15.2,75.3
84745,37.231638,-113.244595,17.304,0.0,4066,1271,1016,40288,1429,1.130082068E7,11117.383846532219,4.616831319819245,15.3,74.6
85051,33.558659,-112.132418,6.317,0.05,40375,14510,10093,38098,16525,7.98944735995E7,7915.241966513932,3.287044642822866,24.1,69.7
86445,35.773741,-114.50202,292.55,2.826,311,189,77,48977,275,2261086.52,29081.498649517685,12.076975630759987,6.4,66.7
91501,34.200992,-118.292773,3.967,0.011,20849,7760,5212,60158,8686,7.149040792449999E7,13715.844006810876,5.695920826566742,12.1,77.4
91948,32.866646,-116.448325,19.844,0.055,78,26,19,,215,555197.3375,28471.658333333333,11.82372091627726,,0.0
92508,33.891132,-117.32675,10.731,0.0,35000,10209,8750,96368,10351,2.0676883438699996E8,23630.723929942855,9.813375867542158,5.3,81.7
92620,33.712629,-117.751372,7.041,0.037,38486,16302,9621,99457,14293,1.52890998615E8,15890.55746141454,6.599036642971544,6.3,86.4
95317,37.12738,-120.506433,52.988,0.149,817,311,204,34596,277,5032854.702,24640.65949571603,10.232782286842449,12.3,74.6
95841,38.66037,-121.347394,4.076,0.0,19448,7640,4862,40330,8804,4.4982948846499994E7,9251.943407342656,3.842150516871692,22.0,76.1
96113,40.142933,-120.159007,6.815,0.028,1000,377,250,47336,484,6793995.0,27175.98,11.285651133644862,0.0,69.3
96734,21.395084,-157.758188,21.731,3.159,50746,16187,12686,93038,16548,9.523817658800001E7,7507.048956607418,3.117530097073371,3.7,66.4
97216,45.513887,-122.558403,2.536,0.0,15594,6212,3898,41683,6583,2.7066886479500003E7,6942.8976476850075,2.8832491306063868,18.5,58.7
97702,44.000626,-121.233816,81.957,0.221,40583,16790,10145,59201,18484,3.40122132325E7,3352.360666535249,1.3921695908176992,9.3,76.8
98148,47.444098,-122.324859,3.134,0.0,10010,4260,2502,46871,4588,1.38049213145E7,5516.452073726274,2.2908742794021215,15.4,72.3
98424,47.235341,-122.354192,6.308,0.142,10140,3860,2535,56734,4229,2.9737515294999998E7,11730.775264299802,4.8715607370949705,12.6,77.3
98559,46.958822,-123.327364,0.016,0.0,93,27,23,,34,407501.75250000006,17526.957096774197,7.2786012952818835,100.0,100.0
99163,46.730331,-117.218027,206.999,0.406,31404,11424,7851,27733,12672,1.3209447640349999E8,16825.178499999998,6.987166417266356,14.5,50.1
1010,42.129477,-72.205302,34.743,0.548,3609,1484,902,87961,1598,2.2034533066E7,24421.760117484067,10.141877671218737,2.9,86.4
1224,42.513356,-73.195594,0.278,0.032,182,77,45,36384,81,1231635.684,27068.91613186813,11.241189610463183,0.0,84.3
1258,42.10928,-73.462886,25.807,0.154,374,179,93,66198,338,2804434.6194999996,29993.953149732617,12.45590007671373,4.3,46.2
1360,42.677091,-72.453876,34.285,1.086,3032,1234,758,63491,1391,1.93845890605E7,25573.3364914248,10.620104738284684,2.3,76.5
1840,42.706763,-71.160403,0.498,0.077,4733,2258,1183,18291,2347,1.86144296535E7,15731.611792520598,6.533029626174327,32.8,51.7
2812,41.478948,-71.652334,6.637,0.082,1497,497,374,112901,559,6451085.599,17237.36967000668,7.158341320436887,2.8,87.2
2895,42.001706,-71.499949,7.739,0.194,41186,17324,10296,36420,19214,2.051065540785E8,19920.026618608266,8.272396100914564,22.0,81.1
2906,41.840169,-71.390408,3.241,0.687,28387,10914,7096,71927,12949,1.50756689919E8,21243.060544474585,8.821826124240452,6.3,54.4
3106,43.082584,-71.446878,36.415,1.034,13374,5167,3343,83836,5155,9.129066931899999E7,27303.923828024523,11.338783694376355,1.7,83.4
3280,43.178127,-72.087057,45.446,2.186,1123,476,280,71667,1093,7496872.001500001,26703.01692430989,11.089238850763646,5.4,78.5
5759,43.532157,-72.964768,18.005,0.187,1827,801,456,53958,857,1.2229323324000001E7,26774.654239737276,11.118988421894636,4.9,82.9
6401,41.344249,-73.069825,6.007,0.168,19237,6954,4809,43305,8142,8.450612335550001E7,17571.58046587306,7.297132504682893,16.5,81.3
6424,41.560603,-72.502329,40.266,1.906,12808,4939,3202,95896,5466,6.0435099102E7,18874.17211180512,7.838073250355707,2.3,83.6
7436,41.02998,-74.243842,8.454,0.274,12754,4361,3188,109258,4470,5.917310274249999E7,18558.288456170612,7.706892967756461,1.6,82.3
8092,39.651575,-74.281121,23.081,2.908,3673,1311,918,70956,1569,2.14454638725E7,23354.71154097468,9.698753339469253,6.3,88.9
11771,40.872799,-73.52502,10.698,3.815,10007,3480,2501,118264,4078,4.12565701525E7,16491.08430198861,6.8484236538211585,2.5,72.7
12148,42.827793,-73.848164,15.649,1.28,4569,1812,1142,101307,1797,1.0862775629999999E7,9509.980853578463,3.9493084040070943,1.1,84.2
12936,44.285062,-73.40145,30.81,0.095,599,206,149,60147,539,1712254.211,11434.084881469114,4.748351044000749,6.2,73.2
13206,43.073466,-76.10582,3.948,0.0,16443,7758,4110,38264,8401,3.932385923549999E7,9566.103323116218,3.9726149641370956,16.8,81.0
14805,42.351406,-76.720073,27.655,0.599,1100,411,275,55655,527,6240413.548,22692.412901818185,9.423713713012068,11.6,90.4
15221,40.435791,-79.86427,6.147,0.008,31060,15367,7765,39135,17851,4.5132226144499995E7,5812.26350862846,2.4137189626720157,17.2,60.0
15921,40.317338,-78.70086,0.329,0.0,176,73,44,35750,77,724071.7394999999,16456.17589772727,6.833926878649639,0.0,53.0
16441,41.95849,-79.983551,112.654,0.875,10136,3812,2534,54766,4045,1.6790262461E7,6625.9915,2.7516442271261687,9.1,81.6
16673,40.312437,-78.391483,31.053,0.0,5519,2134,1379,48750,2421,3.0918740237E7,22408.943820982062,9.305994567152693,7.4,84.6
17370,40.12144,-76.778402,11.257,0.158,5683,1875,1420,62372,2250,2.30038492185E7,16191.342050677458,6.723946579643486,4.0,86.6
19061,39.82883,-75.435069,7.016,0.002,19997,7583,4999,51977,8305,6.4889039454500005E7,12979.75485412812,5.390237448067132,7.7,80.5
19115,40.090698,-75.042868,5.614,0.058,33207,13595,8301,45949,14507,8.4741428158E7,10207.658404312344,4.239040198089898,8.2,74.6
19955,39.225855,-75.668556,0.051,0.0,72,28,18,,23,90724.54500000001,5040.2525000000005,2.0931179424065425,8.3,97.8
21071,39.481656,-76.810954,0.992,0.0,497,225,124,99886,222,1736545.4545,13976.220961770623,5.804050265759606,0.0,90.6
21787,39.67763,-77.172591,57.454,0.243,10693,3962,2673,77835,4171,6.181623897900001E7,23124.002236603388,9.602944293303475,8.2,80.8
21856,38.330729,-75.794885,35.027,3.483,1035,284,258,51100,440,2240945.946,8660.660660869566,3.5966023968760674,23.7,70.8
22102,38.949956,-77.229152,10.483,0.065,21985,10028,5496,114457,10608,6.12037729065E7,11135.551131498749,4.624375836711654,2.8,72.3
22209,38.895023,-77.075463,0.6,0.0,12314,6894,3078,100587,7975,3.261802247E7,10595.4271463375,4.4000729462383825,7.8,37.7
23030,37.34649,-77.054808,147.764,21.307,5128,1988,1282,50612,2314,3.2852327873999998E7,25625.84077535101,10.64190873694133,7.3,84.4
23110,37.58282,-76.771108,22.129,2.317,794,260,198,51406,393,5066911.103999999,25526.000523929466,10.600447040007532,0.0,94.6
23124,37.54686,-77.04218,54.504,2.812,3185,1323,796,69858,1212,1.3013948037500001E7,16344.04777080063,6.787362268182487,2.8,80.8
23146,37.73149,-77.704529,33.475,0.506,3093,1192,773,89138,1205,1.38160740885E7,17867.538426770127,7.420038037322717,1.2,83.7
23176,37.576384,-76.414601,4.313,3.128,656,214,164,43125,356,5248999.8815,32006.096838414636,13.291503859952847,0.0,76.8
24715,37.340389,-81.324613,9.805,0.059,594,176,148,27500,332,4250205.022,28620.909239057237,11.885701888201014,28.0,92.1
24880,37.651474,-81.530536,4.884,0.002,356,96,89,24111,167,1312953.276,14752.284000000001,6.126334014392525,52.9,
25244,38.767566,-81.550872,29.462,0.057,732,229,183,38750,329,3864123.853,21115.430890710384,8.768824033913235,19.6,100.0
27850,36.412391,-77.880191,186.737,11.648,7247,3241,1811,41756,5411,3.69397665565E7,20388.997685387058,8.467150580842748,9.9,76.3
27910,36.290066,-76.993185,135.907,0.062,12007,4437,3001,33060,5413,9.45001050385E7,31481.670704922126,13.073719979188924,20.0,86.0
28615,36.462963,-81.67036,66.582,0.228,1876,801,469,32153,1236,1.1805794829E7,25172.270424307037,10.45354987200078,20.2,77.3
28683,36.390489,-80.911085,33.364,0.116,1697,740,424,35096,843,1.1961542016E7,28194.559849145553,11.708647354175541,14.3,93.0
28720,35.450754,-82.253654,3.172,0.0,114,42,28,,212,698606.3884999999,24512.504859649118,10.179562181668306,11.1,84.1
29334,34.905551,-82.124414,22.191,0.579,11331,4880,2832,50724,4793,3.2957110214500003E7,11634.316552643191,4.831503327258881,10.6,83.5
30276,33.262754,-84.571617,98.199,1.302,13866,5171,3466,74016,5449,8.2324133924E7,23748.48807846531,9.862281007164544,7.2,80.1
30308,33.771126,-84.378108,1.595,0.0,15413,10019,3853,57888,11205,1.4752026773E7,3828.4634459222734,1.5898857310238903,13.8,65.4
31503,31.202246,-82.413073,331.544,5.122,21116,7974,5279,36466,9235,1.64923159481E8,31241.363796362948,12.97392523636811,19.2,79.5
31545,31.663955,-81.934173,98.994,2.268,16133,5687,4033,36704,6870,1.09110323579E8,27052.705282092604,11.234457562708272,17.3,84.2
33133,25.728662,-80.239996,4.177,1.41,31926,13504,7981,59457,16189,1.50751129712E8,18887.56871665727,7.843636597426785,12.5,76.8
34476,29.081607,-82.19683,37.254,0.0,20862,9105,5215,47655,10430,8.64280688755E7,16571.386995590066,6.88177178643967,7.0,81.1
34987,27.301825,-80.48533,102.312,0.025,6118,2339,1529,71105,3075,1.7789597209999997E7,11630.988695652171,4.830121333563592,9.2,82.8
35463,33.064731,-87.682451,61.327,2.16,1749,550,437,48333,791,3898081.078,8914.993889079475,3.702221994964921,17.5,97.4
36750,32.789616,-86.849377,114.346,0.403,2901,1047,725,36792,1306,2.19236552135E7,30229.100604619096,12.553552199684578,20.8,85.8
37122,36.182639,-86.480715,111.939,6.625,46463,18587,11615,74866,17942,1.05606617334E8,9091.6744363472,3.7755939586830647,4.4,86.3
37153,35.763808,-86.554126,57.563,0.0,5520,1961,1380,71265,2047,2.3721503928E7,17189.4956,7.138460158747664,2.1,83.3
37917,36.001191,-83.913702,9.839,0.0,24072,12122,6018,29962,12807,4.544087134549999E7,7550.826079345296,3.1357098769692366,16.7,79.6
38114,35.096479,-89.985848,7.543,0.0,26905,9746,6726,21599,13320,1.4711285439E7,2187.145205575172,0.9082784785956335,38.6,71.7
38579,35.835867,-85.548177,16.354,0.316,1063,373,265,36250,505,7829989.98,29463.74404515522,12.235714641555818,24.1,92.7
39817,30.943525,-84.602003,146.968,5.623,10894,3724,2723,27258,4370,6.7735392404E7,24870.71503726822,10.328319838140313,29.7,83.2
40481,37.448874,-84.090064,5.493,0.006,218,98,54,46800,107,1491443.7119999998,27365.93966972477,11.364537656301124,29.5,86.5
43442,41.426172,-83.216448,17.355,0.008,999,455,249,50104,434,5322234.998,21310.25024224224,8.849728687047048,10.3,94.2
45390,40.215185,-84.760567,52.875,0.124,3461,1298,865,34318,1489,2.3451185491499998E7,27103.363757873445,11.255495033468288,18.4,74.0
45724,39.383437,-81.800411,53.286,0.092,1744,709,436,54505,808,5077000.256,11644.496000000001,4.835730651962618,2.4,79.2
46356,41.256618,-87.422184,118.061,0.609,17524,5987,4381,65819,6775,1.29091067444E8,29466.11902396713,12.236700923644669,5.3,86.6
46502,41.259415,-85.976238,0.056,0.0,115,101,28,95972,47,611304.6685,21262.77107826087,8.830011522079644,0.0,51.8
47536,38.11229,-86.836519,0.028,0.0,40,0,10,,15,248087.72950000002,24808.772950000002,10.302596504983647,,
48041,42.937825,-82.806288,40.0,0.126,4561,1665,1140,59095,1791,3.093196715E7,27127.35553606665,11.26545834808525,7.8,81.9
48047,42.67424,-82.773842,18.029,5.182,39415,15262,9853,69697,16310,1.67631667433E8,17011.966757122922,7.06473591451175,5.5,89.6
48203,42.420736,-83.104338,8.014,0.007,28409,9889,7102,21172,15544,7.04777046815E7,9923.292573691437,4.120948649644665,32.9,68.4
48229,42.250559,-83.142867,2.82,0.002,9556,3473,2389,27876,4570,3.07528820435E7,12872.700729803264,5.345779971297272,31.6,78.0
49509,42.897707,-85.692804,7.243,0.02,26720,9799,6680,41193,10422,8.263990380499999E7,12371.243084580838,5.137534452928501,13.8,80.0
50069,41.520765,-94.030262,5.121,0.0,1118,462,279,56618,445,3888431.8710000003,13912.099717352416,5.777421971407053,4.0,79.4
50104,41.486799,-92.386662,11.174,0.0,128,56,32,48000,63,940298.6560000001,29384.333000000002,12.202736793037387,0.0,81.8
50327,41.586324,-93.487874,18.791,0.399,10467,4115,2616,79010,4197,1.9226581344000004E7,7347.504096302667,3.051274247843075,3.7,83.7
51105,42.511913,-96.352027,6.082,0.029,10216,3565,2554,27363,4060,7907138.028,3095.982,1.2857005623364488,25.3,74.6
53215,42.999261,-87.943078,5.66,0.012,60953,19403,15238,33822,21135,1.841884994485E8,12087.247515200237,5.019596666709558,28.3,66.8
53569,42.989029,-90.438953,44.155,0.011,1155,449,288,55417,493,6673049.424,23110.127875324673,9.597182543364973,5.6,80.5
53716,43.065163,-89.313783,6.575,0.062,18419,8158,4604,61431,8584,3.50979458725E7,7622.117568271894,3.165315833141698,3.0,80.5
