zid,z_id,z_pop,z_house_unit,z_land,z_water,z_lat_d,z_long_d,z_lat_r,z_long_r
z1463,1463,11497,4348,22.6,0.597,42.670643,-71.602858,0.7447432142930707,-1.249705625937962
z1464,1464,7211,2427,15.014,0.079,42.573654,-71.640986,0.743050436904854,-1.2503710850751624
z1467,1467,316,141,1.895,0.011,42.492367,-71.609303,0.7416317111157853,-1.249818112408253
z1468,1468,4021,1671,21.4,0.266,42.542767,-72.068345,0.7425113570587905,-1.2578299067131928
z1469,1469,6801,2572,22.881,0.234,42.665059,-71.695333,0.7446457551076394,-1.251319619163744
z1473,1473,7277,2960,35.431,1.822,42.5546,-71.90544,0.742717881869179,-1.2549866780952312
z1474,1474,2125,813,9.919,0.03,42.669685,-71.752751,0.7447264940388366,-1.2523217523136538
z1475,1475,10270,4179,42.852,1.049,42.66816,-72.055644,0.7446998777677437,-1.257608232444897
z1501,1501,16075,6770,15.451,0.934,42.198708,-71.846006,0.7365063946876714,-1.2539493591076012
z1503,1503,2866,1189,12.972,0.202,42.384929,-71.633889,0.7397565642740277,-1.2502472190581482
z1504,1504,9026,3628,11.075,0.316,42.039991,-71.532406,0.7337362604587835,-1.248476006573347
z1505,1505,4355,1778,16.061,3.692,42.355049,-71.716157,0.7392350598935318,-1.2516830665271788
z1506,1506,3390,1493,15.547,1.054,42.181793,-72.107473,0.7362111722446965,-1.2585128191429131
z1507,1507,12981,4885,42.183,1.614,42.133935,-71.968025,0.735375892571277,-1.256078992407592
z1510,1510,13606,6397,5.655,1.613,42.411887,-71.690005,0.7402270701337803,-1.2512266280211974
z1515,1515,2183,931,9.851,0.553,42.209682,-72.040178,0.7366979271197851,-1.2573382998227836
z1516,1516,8500,3306,36.758,1.552,42.053072,-71.752241,0.7339645669782369,-1.2523128511344686
z1518,1518,2974,1326,8.871,0.743,42.127477,-72.118818,0.7352631792081832,-1.2587108267465519
z1519,1519,6595,2539,10.912,0.108,42.203404,-71.679739,0.736588355349345,-1.2510474525201876
z1520,1520,13997,5339,18.081,0.693,42.336372,-71.850626,0.7389090847491367,-1.2540299933190433
z1521,1521,2481,1365,12.294,0.769,42.046798,-72.180149,0.7338550650209668,-1.2597812546300926
z1522,1522,3310,1298,16.378,0.54,42.375634,-71.867382,0.7395943359200547,-1.2543224406885074
z1523,1523,7582,2462,25.199,0.439,42.482819,-71.675513,0.7414650670788049,-1.2509736949059982
z1524,1524,6696,2594,15.975,0.968,42.249603,-71.919217,0.7373946800104738,-1.2552271321062787
z1525,1525,290,120,0.449,0.031,42.106794,-71.630518,0.7349021927589932,-1.2501883840090635
z1527,1527,13246,5618,15.569,0.719,42.192246,-71.777649,0.7363936115114074,-1.2527563043908152
z1529,1529,3190,1162,4.906,0.059,42.036642,-71.578779,0.7336778093821341,-1.2492853681073741
z1531,1531,999,390,20.789,0.157,42.319125,-72.130814,0.7386080678130452,-1.2589201964436212
z1532,1532,14155,5314,18.476,0.272,42.323342,-71.646236,0.7386816683476018,-1.2504627148608922
z1534,1534,5631,2123,8.758,0.126,42.142074,-71.643348,0.7355179449190968,-1.2504123097520945
z1535,1535,4680,2058,21.268,0.679,42.267564,-72.066876,0.7377081585974244,-1.257804267826481
z1536,1536,6888,2794,8.339,0.292,42.231309,-71.692642,0.737075389477114,-1.2512726523535727
z1537,1537,2248,1077,6.983,0.114,42.158966,-71.897051,0.7358127659363437,-1.2548402624242816
z1540,1540,11291,4395,19.355,0.791,42.116167,-71.857369,0.7350657824697826,-1.2541476808705052
z1541,1541,3413,1339,35.409,0.399,42.454125,-71.87754,0.7409642623032376,-1.2544997312339248
z1542,1542,2202,829,4.026,0.163,42.204251,-71.908907,0.7366031382881093,-1.255047188660398
z1543,1543,7973,2990,35.104,1.148,42.388977,-71.970514,0.7398272152021483,-1.256122433652674
z1545,1545,35299,13955,20.739,1.048,42.284767,-71.714228,0.738008407588645,-1.2516493991259081
z1550,1550,16719,7527,20.275,0.628,42.059669,-72.03404,0.7340797063489909,-1.2572311715132962
z1560,1560,4527,1844,3.567,0.104,42.175395,-71.674223,0.7360995060791539,-1.2509511801586477
z1561,1561,330,102,0.123,0.0,42.44397,-71.685583,0.7407870241176977,-1.2511494495616742
z1562,1562,11688,5295,32.833,1.173,42.247211,-71.991867,0.7373529317347661,-1.2564951138078526
z1564,1564,7808,2965,30.635,1.066,42.447924,-71.776045,0.7408560344363214,-1.252728309309613
z1566,1566,6294,2663,28.352,0.989,42.103214,-72.079545,0.7348397099717718,-1.258025383589416
z1568,1568,7480,2808,21.44,0.229,42.176526,-71.603588,0.7361192457529939,-1.2497183668415015
z1569,1569,13569,5349,29.08,0.61,42.055892,-71.631294,0.7340137852631431,-1.250201927764059
z1570,1570,16767,8011,12.374,2.232,42.047532,-71.846952,0.7338678757376763,-1.253965869922325
z1571,1571,11390,4403,20.817,1.049,42.053778,-71.935075,0.7339768890027559,-1.2555039064190598
z1581,1581,18272,7350,20.584,0.861,42.268426,-71.613309,0.7377232033355766,-1.249888030298088
z1583,1583,7591,2721,12.615,0.909,42.369417,-71.785036,0.7394858288004583,-1.2528852318626602
z1585,1585,4554,2049,25.55,0.645,42.240796,-72.162645,0.7372409688632507,-1.2594757521978233
z1588,1588,9733,3903,8.609,0.641,42.119228,-71.671822,0.7351192069981862,-1.2509092748033073
z1590,1590,8875,3360,32.009,1.614,42.132051,-71.750318,0.7353430105681694,-1.2522792884529528
z1602,1602,22819,9451,5.767,0.244,42.271563,-71.849991,0.7377779543142118,-1.254018910478293
z1603,1603,19916,7950,4.514,0.131,42.244637,-71.843925,0.7373080069598197,-1.253913038805867
z1604,1604,34677,15570,6.439,0.183,42.253254,-71.767957,0.7374584019814641,-1.2525871470797119
z1605,1605,26221,11140,5.642,0.132,42.289683,-71.787793,0.7380942079746731,-1.2529333505901374
z1606,1606,19077,8449,5.93,0.009,42.315249,-71.795741,0.738540418851238,-1.2530720693590862
z1607,1607,8351,3850,3.166,0.053,42.22596,-71.78891,0.7369820318154248,-1.2529528459178825
z1608,1608,3888,1743,0.448,0.0,42.26198,-71.801462,0.7376106994119932,-1.2531719196455926
z1609,1609,22421,8307,3.82,0.022,42.285114,-71.829987,0.7380144638811494,-1.253669774814724
z1610,1610,23945,8321,2.126,0.003,42.247049,-71.808366,0.7373501043013778,-1.2532924171771505
z1611,1611,2242,916,3.442,0.25,42.237604,-71.875838,0.737185257953527,-1.254470025730056
z1612,1612,4845,1608,15.315,0.765,42.296636,-71.929607,0.7382155607175643,-1.255408471815561
z1701,1701,31217,12590,16.959,0.701,42.320169,-71.440409,0.738626289050436,-1.2468703560213896
z1702,1702,37206,14984,8.092,0.762,42.282576,-71.43676,0.7379701674247339,-1.2468066689569846
z1718,1718,469,205,0.047,0.0,42.519816,-71.429283,0.7421107865421652,-1.2466761706888128
z1719,1719,4996,2073,10.286,0.122,42.485985,-71.520985,0.741520324202923,-1.2482766725194765
z1720,1720,21361,8294,19.713,0.43,42.483953,-71.438495,0.7414848591125226,-1.2468369504195065
z1721,1721,16593,6609,12.33,0.539,42.257755,-71.473526,0.7375369592510964,-1.2474483567097727
z1730,1730,13221,5372,13.698,0.178,42.499331,-71.281905,0.7417532558448942,-1.2441039393438085
z1731,1731,1396,477,0.791,0.0,42.456748,-71.279484,0.7410100422895175,-1.2440616849226176
z1740,1740,4897,1738,19.952,0.135,42.439937,-71.601876,0.7407166349889647,-1.2496884868047076
z1741,1741,4852,1758,15.265,0.248,42.53662,-71.361832,0.7424040716696704,-1.2454989286550502
z1742,1742,17726,6964,24.439,1.307,42.462911,-71.364496,0.7411176069313178,-1.2455454242263233
z1745,1745,397,188,0.399,0.001,42.293073,-71.499163,0.7381533746363158,-1.2478958067701063
z1746,1746,13547,5087,18.644,0.414,42.195951,-71.45343,0.7364582759601939,-1.2470976153432918
z1747,1747,5911,2285,5.171,0.171,42.12408,-71.533416,0.7352038903734929,-1.248493634398792
z1748,1748,14925,5128,26.261,1.627,42.224104,-71.540484,0.7369496385045077,-1.2486169942703231
z1749,1749,19063,7998,11.522,0.344,42.389071,-71.545864,0.7398288558116453,-1.2487108929840802
z1752,1752,38499,16416,20.865,1.236,42.349617,-71.547214,0.7391402536085634,-1.248734454928982
z1754,1754,10106,4447,5.213,0.157,42.425955,-71.456256,0.7404726030529509,-1.2471469383479532
z1756,1756,5839,2091,17.774,0.213,42.09447,-71.544902,0.7346870983819774,-1.248694102916676
z1757,1757,28061,11436,14.88,0.275,42.158692,-71.521419,0.7358079837341933,-1.2482842472484303
z1760,1760,32786,14039,14.811,1.003,42.284822,-71.348811,0.7380093675197337,-1.2452716693331478
z1770,1770,4119,1495,15.817,0.371,42.23357,-71.37469,0.7371148513715016,-1.2457233430902714
z1772,1772,9370,3272,13.616,1.513,42.302877,-71.530828,0.7383244867161813,-1.2484484652777503
z1773,1773,5112,2154,13.616,0.774,42.425506,-71.310812,0.7404647665246094,-1.2446084616706825
z1775,1775,6590,2526,17.313,0.672,42.429688,-71.512514,0.7405377561939278,-1.24812882567854
z1776,1776,17659,5951,24.239,0.48,42.383367,-71.42107,0.7397293022311116,-1.2465328267973466
z1778,1778,13109,5058,15.208,0.803,42.343687,-71.381186,0.7390367555839202,-1.245836719678481
z1801,1801,38903,16737,12.652,0.312,42.488659,-71.154425,0.7415669943071214,-1.2418789936133663
z1803,1803,24487,9664,11.696,0.125,42.503227,-71.201713,0.7418212538725519,-1.2427043249100491
z1810,1810,33201,12423,30.849,1.322,42.648044,-71.161751,0.7443487873354124,-1.2420068564343671
z1821,1821,30310,11159,16.568,0.396,42.54933,-71.251725,0.7426259030175988,-1.2435771989755566
z1824,1824,24911,9849,17.747,0.389,42.59079,-71.355182,0.7433495165254757,-1.2453828642597924
z1826,1826,29422,11332,20.626,0.659,42.679723,-71.30068,0.7449016901891519,-1.2444316249108704
z1827,1827,3179,1098,16.456,0.303,42.676078,-71.500517,0.7448380729379166,-1.2479194385281784
z1830,1830,25137,10751,13.798,1.294,42.796313,-71.053436,0.746936569564052,-1.2401164030550698
z1832,1832,22060,9283,11.359,0.483,42.791114,-71.132859,0.7468458298962408,-1.241502595906881
z1833,1833,8183,3044,12.86,0.29,42.727885,-70.982034,0.7457422756634974,-1.2388702030625605
z1834,1834,6459,2439,8.884,0.514,42.7539,-71.015935,0.7461963230684037,-1.2394618871322793
z1835,1835,13682,5623,7.813,0.883,42.751157,-71.094242,0.7461484486870215,-1.2408286021096384
z1840,1840,4733,2347,0.498,0.077,42.706763,-71.160403,0.7453736272188911,-1.2419833293960503
z1841,1841,47225,15506,3.089,0.179,42.712015,-71.164873,0.7454652919112058,-1.2420613456136147
z1843,1843,24425,9287,3.369,0.224,42.689974,-71.160383,0.7450806038907738,-1.2419829803301998
z1844,1844,47249,18337,22.218,0.789,42.742751,-71.178588,0.7460017363100988,-1.2423007175205256
z1845,1845,28352,10964,26.307,1.437,42.673909,-71.091334,0.7448002167464409,-1.2407778479349905
z1850,1850,15237,5938,1.36,0.118,42.656045,-71.303309,0.7444884311288645,-1.2444775096169054
z1851,1851,30190,10760,3.338,0.045,42.627812,-71.33533,0.743995672321149,-1.2450363814966865
z1852,1852,33508,14430,4.953,0.242,42.631849,-71.295785,0.7440661312630521,-1.2443461910439853
z1854,1854,27606,10315,3.934,0.538,42.649481,-71.348229,0.7443738677167637,-1.2452615115169012
z1860,1860,6338,2555,8.458,0.397,42.838603,-71.011997,0.7476746693047204,-1.2393931560663356
z1862,1862,10227,3491,9.241,0.415,42.578543,-71.295592,0.7431357660519841,-1.2443428225585291
z1863,1863,8891,3958,4.623,0.325,42.63378,-71.38947,0.744099833570908,-1.2459813027537163
z1864,1864,14892,5633,13.14,0.357,42.578222,-71.084398,0.743130163545085,-1.240656791898072
z1867,1867,23956,9187,9.936,0.018,42.535183,-71.105423,0.7423789912883192,-1.241023747373304
z1876,1876,28667,10679,20.456,0.361,42.611801,-71.227571,0.7437162276546122,-1.24315563214803
z1879,1879,11305,4213,16.782,1.405,42.667762,-71.42882,0.7446929313573208,-1.246668089814376
z1880,1880,24733,10323,6.907,0.54,42.501528,-71.0675,0.7417916007285605,-1.24036186616107
z1886,1886,21951,7876,30.267,1.102,42.585295,-71.439826,0.7432536106830787,-1.2468601807518505
z1887,1887,22325,7808,16.978,0.179,42.564647,-71.164516,0.7428932350991269,-1.242055114788185
z1890,1890,21382,7988,6.029,0.316,42.452752,-71.144319,0.7409402989326077,-1.2417026106391595
z1901,1901,1689,1034,0.248,0.027,42.460711,-70.946073,0.7410792096877741,-1.238242565210251
z1902,1902,45139,18354,2.403,0.091,42.471039,-70.941535,0.7412594672929199,-1.2381633621687955
z1904,1904,18203,7182,4.521,0.503,42.492456,-70.97393,0.7416332644588195,-1.2387287615799791
z1905,1905,25251,9187,3.56,0.461,42.465998,-70.975792,0.7411714852453269,-1.2387612596106512
z1906,1906,26660,10786,10.801,1.006,42.468432,-71.013946,0.7412139665593205,-1.2394271725334571
z1907,1907,14027,5960,3.036,0.427,42.474287,-70.905908,0.7413161555870247,-1.2375415537161873
z1908,1908,3410,1677,1.046,1.374,42.428256,-70.926041,0.7405127630790391,-1.2378929408544914
z1913,1913,16283,7110,12.263,1.462,42.851284,-70.955837,0.7478959945071657,-1.2384129791584157
z1915,1915,39502,16641,15.093,1.528,42.570269,-70.866996,0.7429913575096739,-1.2368624111976514
z1921,1921,7961,2756,23.556,0.845,42.683108,-71.01833,0.7449607695843318,-1.2395036877678645
z1922,1922,3108,1115,9.588,0.3,42.757313,-70.914241,0.7462558911557743,-1.2376869920027562
z1923,1923,26342,11135,13.203,0.907,42.574174,-70.950516,0.7430595126169642,-1.238320110188917
z1929,1929,3504,1600,13.972,1.979,42.634421,-70.776592,0.7441110211314134,-1.2352845637406782
z1930,1930,28789,14557,26.196,5.395,42.61991,-70.681824,0.7438577564036564,-1.2336305501151485
z1937,1937,151,0,0.073,0.0,42.585723,-70.984051,0.7432610806922771,-1.2389054063535734
z1938,1938,13175,6006,30.432,5.379,42.68386,-70.842664,0.7449738944603068,-1.236437737684056
z1940,1940,12108,4729,10.548,0.661,42.534118,-71.038574,0.7423604035317855,-1.2398570122216381
z1944,1944,5136,2394,9.229,1.239,42.576636,-70.767154,0.7431024826231485,-1.2351198395658753
z1945,1945,19808,8838,4.386,3.303,42.501835,-70.859126,0.7417969588893641,-1.2367250537855197
z1949,1949,8987,3045,13.455,1.029,42.606666,-71.010316,0.7436266049975223,-1.2393638170816097
z1950,1950,17416,8264,8.348,2.311,42.812358,-70.891095,0.7472166076425346,-1.2372830180940897
z1951,1951,3558,1821,13.765,2.636,42.773351,-70.850211,0.746535807061209,-1.2365694576827042
z1952,1952,8283,4550,15.429,2.332,42.844793,-70.841476,0.7477827051854189,-1.2364170031725426
z1960,1960,50944,22024,15.997,0.564,42.534202,-70.969734,0.7423618696083571,-1.2386555275645654
z1966,1966,6952,4223,6.991,1.609,42.640741,-70.620242,0.7442213259401393,-1.2325557414551853
z1969,1969,5856,2253,17.492,1.686,42.720877,-70.891222,0.7456199629895176,-1.2372852346622394
z1970,1970,41109,19063,8.109,5.482,42.524435,-70.870859,0.7421914033003149,-1.2369298332666558
z1982,1982,7764,2880,14.184,0.729,42.626223,-70.85723,0.7439679390393349,-1.2366919623429018
z1983,1983,6089,2176,11.923,0.898,42.641379,-70.94344,0.7442324611407671,-1.238196610691046
z1984,1984,4875,1430,7.661,0.481,42.600595,-70.883406,0.7435206460586338,-1.2371488197279035
z1985,1985,4235,1580,13.451,1.274,42.799516,-70.964411,0.7469924724599933,-1.2385626236884817
z2019,2019,16332,6365,18.349,0.55,42.076682,-71.47449,0.7343766392146327,-1.2474651816837619
z2021,2021,21561,8762,18.797,0.816,42.175737,-71.125385,0.7361054751051956,-1.241372149998587
z2025,2025,7542,2980,9.789,1.065,42.236423,-70.814436,0.7371646456150609,-1.2359450661428033
z2026,2026,24711,10184,10.244,0.401,42.246872,-71.179462,0.7373470150686019,-1.242315971698188
z2030,2030,5589,1969,15.119,0.315,42.235239,-71.288033,0.7371439809167174,-1.2442108931203708
z2032,2032,4226,1593,2.34,0.06,42.156882,-71.216187,0.7357763932747322,-1.242956943865983
z2035,2035,16865,6895,19.848,1.001,42.061338,-71.245802,0.7341088358942066,-1.243473823123961
z2038,2038,31635,11394,26.626,0.401,42.084858,-71.410571,0.7345193373342758,-1.2463495846791797
z2043,2043,22157,8953,22.147,0.878,42.216098,-70.88127,0.7368099074445932,-1.2371115394950811
z2045,2045,10293,5762,2.658,5.497,42.292253,-70.923919,0.7381390629364494,-1.2378559049677642
z2047,2047,180,264,0.239,0.008,42.133734,-70.68586,0.7353723844594805,-1.2337009916037591
z2048,2048,23184,8746,20.093,0.329,42.0173,-71.2173,0.7333402277982134,-1.2429763693805576
z2050,2050,25429,11292,29.078,4.208,42.115139,-70.710331,0.7350478404850721,-1.2341280911250143
z2052,2052,12024,4237,14.402,0.234,42.184599,-71.305307,0.7362601461835073,-1.2445123812953602
z2053,2053,12752,4613,11.543,0.13,42.155816,-71.432781,0.7357577880649059,-1.2467372223060476
z2054,2054,7891,3158,12.022,0.233,42.172551,-71.362811,0.7360498689152272,-1.245516015428427
z2056,2056,10981,3121,14.869,0.498,42.116245,-71.32936,0.7350671438265992,-1.2449321853403423
z2061,2061,10506,3675,20.94,0.315,42.164569,-70.818844,0.7359105567343329,-1.2360220002562312
z2062,2062,28602,12479,10.358,0.162,42.18736,-71.195955,0.7363083347241549,-1.2426038288517194
z2066,2066,17656,7419,16.924,2.197,42.202273,-70.758184,0.7365686156755048,-1.2349632835319713
z2067,2067,17486,6414,22.672,0.954,42.107782,-71.181771,0.734919436612003,-1.2423562713506164
z2071,2071,1707,321,0.97,0.013,42.103425,-71.273589,0.7348433926164936,-1.2439587977632127
z2072,2072,26999,10799,16.093,0.374,42.119006,-71.10365,0.7351153323672467,-1.240992802685666
z2081,2081,18472,7156,17.923,0.547,42.146227,-71.270378,0.7355904284429322,-1.2439027552409312
z2090,2090,14636,5438,10.894,0.286,42.219645,-71.216769,0.7368718142731614,-1.2429671016822297
z2093,2093,10955,3869,21.706,0.905,42.052671,-71.356858,0.7339575682079362,-1.2454121159780558
z2108,2108,3825,2278,0.137,0.0,42.357767,-71.064848,0.739282497942601,-1.240315580029307
z2109,2109,3771,2462,0.174,0.113,42.367223,-71.050633,0.7394475362766696,-1.2400674814761363
z2110,2110,1733,1264,0.185,0.091,42.361962,-71.047846,0.739355714504722,-1.2400188391498834
z2111,2111,7383,3628,0.259,0.022,42.350518,-71.059062,0.7391559790251239,-1.2402145952787869
z2113,2113,6915,4682,0.101,0.0,42.365335,-71.055236,0.739414584460392,-1.2401478189816053
z2114,2114,11999,7672,0.45,0.117,42.363175,-71.068646,0.7393768853485487,-1.240381867634298
z2115,2115,28441,10838,0.708,0.04,42.336342,-71.104176,0.7389085611503612,-1.2410019831175314
z2116,2116,20628,12644,0.63,0.103,42.350579,-71.076397,0.7391570436759677,-1.24051714810462
z2118,2118,26498,12967,1.101,0.006,42.33786,-71.069805,0.7389350552484064,-1.2404020960003286
z2119,2119,25346,11048,1.597,0.0,42.324026,-71.085021,0.7386936063996856,-1.240667665299312
z2120,2120,15181,5335,0.621,0.0,42.332091,-71.096545,0.7388343672038589,-1.240868797042312
z2121,2121,25978,10589,1.745,0.009,42.306267,-71.085897,0.7383836533778239,-1.2406829543835596
z2122,2122,23479,8887,2.032,0.634,42.291413,-71.042158,0.7381244021707326,-1.2399195648220296
z2124,2124,47783,19053,3.003,0.072,42.285805,-71.070571,0.7380265241062809,-1.2404154652223989
z2125,2125,33295,13263,2.133,0.309,42.315748,-71.055896,0.7385491280442055,-1.2401593381546687
z2126,2126,25562,10151,2.082,0.024,42.274016,-71.09679,0.7378207672407632,-1.2408730730989792
z2127,2127,31799,16409,2.02,0.614,42.334992,-71.039093,0.7388849992054592,-1.239866070480456
z2128,2128,40508,15854,4.85,1.14,42.361129,-71.006975,0.739341175912053,-1.2393055056313005
z2129,2129,16439,8648,1.348,0.489,42.379657,-71.061487,0.7396645505158626,-1.2402569195131479
z2130,2130,35401,16016,3.334,0.127,42.309174,-71.113835,0.7384343900991793,-1.2411705644699815
z2131,2131,29826,12286,2.592,0.005,42.284333,-71.126228,0.7380008328596914,-1.2413868631241813
z2132,2132,25861,11341,4.561,0.096,42.280455,-71.162017,0.7379331489912991,-1.2420114990101778
z2134,2134,21503,9664,1.326,0.046,42.358016,-71.128608,0.7392868438124384,-1.241428401960379
