zid,mid,ddist
z97457,m34516,60.154324
z97457,m55981,87.060318
z98311,m60490,84.095134
z98311,m9946,1.339055
z98311,m65242,69.238149
z98311,m55333,55.044788
z98311,m80389,67.364094
z1460,m97291,27.867877
z1460,m53740,51.110266
z1460,m71506,57.184169
z1460,m72505,68.689478
z1460,m9271,26.637562
z1460,m24607,69.303393
z1460,m61165,29.882983
z1460,m49096,22.720438
z1542,m97291,18.728749
z1542,m37243,60.428348
z1542,m53740,91.793302
z1542,m72505,49.481031
z1542,m9271,58.434368
z1542,m64135,72.345005
z1542,m83926,44.484585
z1542,m61165,73.449803
z1542,m49096,42.521052
z3031,m97291,64.234868
z3031,m53740,12.20808
z3031,m71506,57.745889
z3031,m9271,54.107139
z3031,m24607,55.818396
z3031,m61165,29.608959
z3031,m49096,29.828303
z3102,m97291,69.275431
z3102,m53740,2.2475
z3102,m71506,51.294813
z3102,m9271,56.796434
z3102,m24607,49.36732
z3102,m61165,24.306177
z3102,m49096,44.277668
z3865,m97291,60.855852
z3865,m53740,39.296757
z3865,m71506,33.00351
z3865,m9271,39.752843
z3865,m24607,45.405457
z3865,m61165,33.068132
z3865,m49096,55.708413
z4066,m49339,30.843002
z4066,m71263,42.94172
z4066,m24607,90.130513
z5483,m11755,38.851855
z5733,m33598,58.210675
z5733,m11755,53.026575
z6089,m62407,45.697502
z6089,m37243,13.138272
z6089,m22096,60.294754
z6089,m92485,32.08388
z6089,m64135,61.672955
z6089,m69778,70.2398
z6089,m83926,34.288505
z6380,m62407,62.635459
z6380,m97291,62.702567
z6380,m37243,45.632879
z6380,m72505,48.757755
z6380,m92485,69.915444
z6380,m64135,20.109436
z6380,m83926,69.621535
z6380,m61786,77.499279
z6478,m62407,25.154349
z6478,m71803,66.737752
z6478,m37243,43.140559
z6478,m45262,99.495198
z6478,m22096,25.361887
z6478,m92485,15.350354
z6478,m64135,73.577184
z6478,m83926,73.060203
z6478,m10162,46.111335
z6762,m62407,39.12588
z6762,m71803,65.626118
z6762,m37243,33.048248
z6762,m45262,98.383565
z6762,m22096,24.250254
z6762,m92485,5.258043
z6762,m64135,71.713071
z6762,m83926,62.967893
z6762,m10162,52.438136
z7036,m89263,40.202716
z7036,m25849,78.509007
z7036,m88462,49.627053
z7036,m56899,78.380384
z7036,m63217,24.472083
z7036,m10162,62.642294
z8102,m89263,48.706802
z8102,m90730,38.629404
z8102,m71749,46.697288
z8102,m88462,37.271708
z8102,m3898,55.269725
z8102,m73693,68.288073
z8102,m69076,11.910443
z8102,m1495,68.806918
z8318,m89263,71.270033
z8318,m90730,12.269596
z8318,m90658,51.013332
z8318,m71749,77.194807
z8318,m88462,64.268422
z8318,m3898,40.568704
z8318,m69076,40.785562
z8318,m24580,70.311257
z10530,m62407,63.161139
z10530,m71803,61.507049
z10530,m22096,46.189006
z10530,m92485,68.118438
z10530,m56899,58.758103
z10530,m63217,28.6943
z10530,m10162,26.250447
z11206,m89263,58.801599
z11206,m71803,81.64134
z11206,m22096,73.164594
z11206,m88462,68.225936
z11206,m56899,78.892393
z11206,m63217,2.186605
z11206,m10162,46.899233
z13071,m7732,68.285587
z13071,m41914,17.264799
z13071,m86302,57.005215
z13071,m27118,53.702005
z13077,m7732,54.731617
z13077,m41914,31.016364
z13077,m86302,33.558394
z13077,m27118,67.474698
z13077,m89785,78.858839
z14622,m75664,7.591913
z14897,m27118,74.783266
z15677,m21745,57.106498
z15677,m69697,68.217236
z15677,m58168,55.248598
z15677,m89650,47.923875
z15677,m1792,74.738527
z15677,m59275,74.270013
z15677,m43291,37.895565
z15693,m21745,76.712002
z15693,m69697,43.600995
z15693,m58168,34.859545
z15693,m89650,31.752068
z15693,m1792,71.141409
z15693,m59275,59.189956
z15693,m43291,35.790981
z15774,m69697,44.941914
z15774,m58168,61.033564
z15774,m89650,67.496446
z15774,m1792,60.681868
z15774,m43291,39.562704
z16051,m93592,71.70375
z16051,m97831,49.043585
z16051,m69697,45.695016
z16051,m58168,88.657242
z16508,m27766,1.826831
z16922,m95455,70.884783
z16922,m27118,67.859327
z17013,m48664,52.559925
z17013,m97750,45.045062
z17013,m47530,57.196597
z17013,m37081,23.14732
z17013,m31519,71.755945
z17013,m15184,36.035801
z17013,m36784,33.838632
z17013,m94294,67.228635
z17013,m84493,81.198302
z17801,m95455,38.370914
z17801,m8434,30.859158
z17801,m48664,67.369065
z17801,m47530,94.466441
z17801,m73693,77.233954
z17801,m80227,75.257993
z17801,m37081,59.183742
z17801,m37945,61.036049
z17801,m84493,86.092221
z18232,m8434,45.188599
z18232,m25849,48.591227
z18232,m48664,57.114576
z18232,m47530,71.84853
z18232,m71749,62.485087
z18232,m73693,43.48977
z18232,m80227,44.209939
z18232,m37945,24.034016
z18232,m1495,44.638064
z18518,m7732,68.066865
z18518,m8434,54.218365
z18518,m25849,55.194539
z18518,m80227,18.677797
z18518,m37945,39.969081
z18518,m1495,76.347257
z19126,m89263,55.980573
z19126,m90730,52.064071
z19126,m71749,46.138675
z19126,m88462,38.38707
z19126,m3898,68.704391
z19126,m73693,66.065428
z19126,m69076,12.190681
z19126,m1495,60.186635
z19127,m89263,51.839134
z19127,m90730,49.490351
z19127,m47530,69.651982
z19127,m71749,36.858496
z19127,m88462,43.395321
z19127,m3898,66.130672
z19127,m73693,58.449281
z19127,m69076,7.99394
z19127,m1495,58.968126
z22959,m15724,14.807897
z22959,m37162,51.279279
z22959,m84630,27.173805
z22959,m52201,61.196363
z24701,m8002,71.197954
z24701,m6139,49.743249
z25651,m15481,82.245312
z25651,m6139,75.461803
z25855,m15481,55.758744
z25855,m6139,13.670166
z27822,m75988,12.650496
z27822,m33814,35.065219
z27822,m35380,42.392428
z27822,m73261,54.990108
z27831,m75988,45.814319
z29353,m83548,26.223728
z29353,m35461,58.776122
z29353,m32653,56.417397
z29353,m15670,76.260886
z29353,m55603,54.657674
z29353,m75745,45.091665
z30171,m76204,31.649542
z30171,m15832,69.195275
z30171,m14185,15.137224
z30171,m32194,94.200494
z30171,m22069,46.311416
z30171,m3817,57.59676
z30171,m17722,66.978222
z30292,m19099,67.15842
z30292,m3817,54.461942
z30292,m52822,65.421066
z30292,m91783,82.544192
z30312,m76204,70.749945
z30312,m14185,47.037799
z30312,m32194,51.867718
z30312,m3817,9.52997
z30312,m3763,70.387065
z31012,m52822,57.944728
z31012,m91783,40.712241
z31326,m39079,48.554566
z31326,m39133,51.945389
z31326,m79768,20.634495
z31622,m89974,41.072014
z31622,m901,63.666935
z31750,m89974,75.966356
z31750,m901,66.242519
z32330,m24472,78.407724
z32330,m86464,31.269263
z32433,m24472,62.801365
z32433,m31060,50.461555
z32433,m67294,73.385802
z32445,m24472,33.923139
z32542,m68482,68.467649
z32542,m31060,11.136215
z32542,m67294,69.651982
z33603,m84024,48.636587
z33603,m98182,38.698998
z33603,m86599,5.353113
z33603,m46828,37.017567
z33603,m96697,54.205937
z33603,m79606,61.864337
z35035,m89110,46.386602
z35035,m7786,40.341282
z35035,m58600,74.58567
z38344,m42265,37.620919
z38471,m29953,34.429556
z39090,m42211,69.177255
z39322,m37594,78.808508
z40020,m51755,29.043511
z40020,m49582,56.194947
z40020,m26750,39.360758
z40953,m59410,82.32112
z41033,m16885,47.221104
z41033,m56926,73.052126
z41033,m49582,61.927096
z42758,m49582,71.271276
z42758,m26750,60.376775
z43560,m83332,66.394755
z43560,m87868,11.274159
z43560,m42157,59.312366
z43560,m2602,43.72092
z43560,m58357,35.301962
z44304,m17668,31.960849
z44304,m766,1.695722
z44304,m13375,19.829197
z44304,m97831,47.386388
z44304,m51364,51.661422
z44304,m54091,65.437843
z44438,m17668,75.838354
z44438,m766,57.25252
z44438,m13375,75.84581
z44438,m93592,80.404811
z44438,m97831,14.141166
z45719,m67672,44.834417
z45719,m61705,65.838006
z46103,m19126,70.659846
z46103,m45694,85.322343
z46103,m41212,38.475304
z46103,m87139,56.960476
z46103,m2386,76.04962
z46103,m8380,48.063683
z46103,m46018,67.818937
z46781,m45694,58.46233
z46781,m31087,43.574276
z46781,m60625,37.440721
z46781,m2386,62.568351
z47143,m19126,58.676082
z47143,m51755,25.922363
z47143,m26750,62.710645
z47405,m19126,38.804631
z47405,m41212,60.003952
z47405,m87139,63.244403
z47405,m8380,2.286025
z47637,m28333,28.134445
z47637,m66484,28.868284
z47992,m45694,56.996515
z47992,m41212,69.348753
z47992,m22204,46.473594
z47992,m87139,72.189041
z47992,m46018,14.944599
z48082,m29872,69.171041
z48082,m23824,20.892364
z48082,m83332,53.764764
z48082,m71155,38.884166
z48082,m2602,53.590158
z48082,m58357,56.675266
z48118,m47719,56.071294
z48118,m29872,67.735674
z48118,m23824,54.21153
z48118,m83332,35.417537
z48118,m87868,70.945677
z48118,m42157,22.459462
z48118,m5707,65.682663
z48118,m2602,26.337439
z48118,m58357,59.014729
z48342,m29872,41.360331
z48342,m23824,24.763506
z48342,m83332,38.136036
z48342,m71155,53.611906
z48342,m2602,51.775133
z48342,m58357,66.482989
z48469,m71155,37.34938
z48472,m29872,77.359471
z48472,m77149,62.048263
z48472,m71155,77.281799
z48472,m5869,63.423979
z49335,m47719,75.200827
z49335,m34300,15.182584
z49335,m39430,32.185164
z49335,m43723,39.953546
z49335,m5707,51.28425
z49335,m60841,52.264774
z49446,m34300,67.467863
z49446,m39430,58.732626
z49446,m60841,32.100036
z52341,m92593,50.063256
z52341,m14752,9.675992
z52341,m41590,35.38274
z52341,m24823,78.307683
z53129,m6760,66.761364
z53129,m93916,42.968439
z53129,m73153,28.944092
z53129,m44506,37.608491
z53129,m76474,55.721462
z53129,m81118,66.312734
z53129,m42562,67.822666
z53129,m57466,13.775178
z53132,m6760,69.245606
z53132,m93916,46.735813
z53132,m73153,18.329829
z53132,m44506,30.340313
z53132,m76474,48.453283
z53132,m42562,70.306908
z53132,m57466,17.542551
z54140,m93916,84.656233
z54140,m2764,10.402375
z54140,m34813,22.269944
z54140,m81118,81.766857
z54140,m30223,50.354679
z54140,m66160,30.330992
z54207,m93916,56.730568
z54207,m2764,30.529209
z54207,m34813,35.752456
z54207,m81118,40.428895
z54207,m30223,40.283494
z54207,m66160,50.06077
z54470,m93025,56.178791
z54667,m45910,29.424411
z54902,m93916,52.667422
z54902,m2764,27.001685
z54902,m34813,56.816318
z54902,m81118,54.260618
z54902,m30223,18.365868
z54902,m66160,9.320568
z55009,m53983,75.222575
z55009,m75637,44.424312
z55009,m57628,52.50338
z55441,m77338,65.537262
z55441,m57628,9.260295
z55746,m24850,78.350558
z60406,m56656,56.474564
z60406,m22960,70.757402
z60406,m76474,69.185954
z60406,m16264,20.0299
z60406,m43885,39.626705
z60612,m56656,65.150148
z60612,m73153,77.189836
z60612,m22960,62.869094
z60612,m44506,64.00434
z60612,m76474,58.318793
z60612,m16264,17.547522
z60612,m43885,58.822104
z61032,m6760,39.328447
z61032,m53200,77.407938
z61032,m75718,35.357264
z61032,m22960,70.154672
z61032,m42562,52.834571
z61032,m24823,64.812122
z61772,m83899,62.088031
z61772,m15211,54.790026
z61772,m8407,11.432609
z61772,m68509,46.737056
z61772,m22717,44.019178
z61949,m15211,51.854047
z61949,m22204,44.476507
z61949,m22717,65.463941
z61949,m87139,35.108715
z62017,m83899,59.893348
z62017,m1765,54.757715
z62017,m22717,70.904667
z62083,m83899,44.597675
z62083,m1765,76.941909
z62083,m22717,43.814126
z62558,m83899,19.040677
z62558,m1765,75.037407
z62558,m22717,57.449495
z63333,m42967,78.318868
z63333,m18937,68.972202
z63333,m77770,67.970552
z64660,m18937,85.015385
z65714,m83953,9.627525
z67341,m43399,64.853133
z68102,m49933,58.485321
z68102,m65269,8.922269
z68124,m49933,51.528449
z68124,m65269,1.235286
z68456,m49933,39.229649
z68456,m34246,58.90661
z68736,m82225,60.493592
z68836,m34246,66.284151
z70531,m46531,46.284076
z70531,m46045,39.071199
z71018,m81739,45.201026
z71018,m87193,77.696254
z71229,m58330,19.66702
z71832,m87193,56.38695
z74720,m52687,60.489243
z74720,m81631,23.881159
z75645,m89326,45.604296
z75645,m51256,15.910209
z75759,m89326,29.086386
z75759,m51256,71.13271
z76511,m87058,28.44948
z76511,m4384,47.20122
z76511,m44992,43.610937
z76511,m91027,57.722898
z77036,m46801,57.980767
z77036,m87220,45.165608
z77036,m19755,39.851641
z77036,m40429,14.162914
z77371,m19755,47.967371
z77371,m6058,75.771246
z77371,m40429,61.280248
z78224,m79201,61.817113
z78224,m78580,17.858829
z78330,m20287,37.924769
z78947,m87058,72.406521
z78947,m18748,54.242598
z78947,m4384,55.300172
z79407,m51877,13.731682
z80228,m30628,68.173119
z80228,m9298,27.811332
z80228,m34786,66.101467
z80228,m51175,47.713851
z80228,m46126,27.759137
z80228,m23527,15.609466
z80422,m30628,84.080843
z80422,m9298,38.605792
z80422,m34786,98.35871
z80422,m51175,51.212792
z80422,m46126,46.911661
z80422,m23527,47.866708
z80603,m30628,52.492817
z80603,m9298,39.892652
z80603,m34786,39.222192
z80603,m51175,32.033549
z80603,m46126,29.475985
z80603,m23527,29.288331
z82001,m30628,52.663694
z82001,m16237,9.834442
z82001,m34786,70.459765
z83401,m40996,10.312898
z83401,m70426,61.508292
z83552,m49312,91.956101
z85258,m4549,41.190696
z85258,m14401,55.807832
z85258,m69184,8.580515
z87007,m1171,60.379881
z87007,m51499,63.58305
z87144,m79363,51.517264
z87144,m1171,27.715641
z87144,m51499,54.036303
z90712,m87490,63.931018
z90712,m12754,73.940065
z90712,m79309,55.759365
z90712,m82144,60.470602
z90712,m60799,66.475533
z90712,m51445,13.105961
z90712,m47611,87.357333
z90712,m75340,53.930049
z90712,m57709,39.875875
z90822,m87490,65.988378
z90822,m79309,61.178343
z90822,m82144,64.674799
z90822,m60799,67.59338
z90822,m51445,17.753196
z90822,m47611,92.776311
z90822,m75340,55.047895
z90822,m57709,34.427692
z93551,m87490,77.993891
z93551,m12754,83.049988
z93551,m79309,25.89378
z93551,m82144,64.769248
z93551,m51445,79.073212
z93551,m90541,59.225374
z93551,m47611,10.906307
z94571,m54145,50.344737
z94571,m68887,66.825986
z94571,m61057,45.078616
z94571,m85087,35.22429
z94571,m90028,41.108054
z94571,m28657,25.515987
z94571,m22420,39.605578
z94571,m19504,46.7209
z94571,m96994,47.546702
z94571,m50527,46.055411
z94571,m58006,66.439493
z94571,m79498,82.6927
z94571,m89866,32.989218
z94571,m77068,68.824937
z94571,m79039,87.906625
z94571,m2683,19.599912
z94571,m88273,45.572606
z94571,m78904,67.365336
z94571,m50851,28.600473
z95341,m31843,60.561322
z95341,m54145,59.2552
z95341,m58006,45.79195
z95341,m89083,31.547015
z95341,m56251,8.41523
z95341,m52984,33.435362
z95681,m22420,55.099469
z95681,m96994,55.234928
z95681,m89866,72.52831
z95681,m77068,34.175416
z95681,m97939,21.071318
z95681,m16318,68.400541
z95681,m50851,72.999309
z97239,m78229,44.82199
z97239,m51283,52.979351
z97239,m71317,5.183478
z98364,m60490,70.106826
z98364,m9946,20.953258
z98364,m65242,80.460113
z98364,m55333,41.05648
z98364,m80389,41.733153
z99001,m18451,41.720726
z99001,m83764,14.213245
z693,m3034,33.37074
z693,m79093,29.815254
z693,m78985,89.15931
z693,m35866,69.648254
z693,m70642,56.03339
z693,m30115,18.515619
z693,m55738,78.521435
z693,m97561,73.772916
z693,m631,57.471243
z693,m43453,41.774164
z693,m28981,65.26883
z1199,m62407,64.214984
z1199,m97291,58.75251
z1199,m37243,31.238194
z1199,m92485,57.030069
z1199,m64135,77.829849
z1199,m69778,56.950534
z1199,m83926,2.37923
z1199,m49096,67.580331
z2116,m97291,33.744184
z2116,m53740,55.863134
z2116,m71506,54.882611
z2116,m72505,53.412446
z2116,m9271,5.753897
z2116,m61165,49.634509
z2116,m61786,54.670723
z2116,m5167,72.056689
z2116,m49096,50.834999
z2575,m72505,88.592619
z2575,m61786,60.834104
z2575,m5167,25.114581
z2643,m61786,72.273547
z2643,m5167,42.324699
z2807,m72505,50.050828
z2807,m64135,62.905134
z2807,m61786,81.597222
z3766,m53740,70.004921
z3909,m71263,42.207881
z3909,m53740,53.884067
z3909,m71506,13.283673
z3909,m9271,70.528116
z3909,m24607,23.354858
z3909,m61165,66.32454
z5142,m33598,80.217157
z6043,m62407,48.555809
z6043,m97291,61.466038
z6043,m37243,17.427598
z6043,m22096,71.430347
z6043,m72505,64.151605
z6043,m92485,43.219473
z6043,m64135,47.040285
z6043,m83926,39.908186
z6250,m62407,66.254325
z6250,m97291,57.50169
z6250,m37243,35.126113
z6250,m72505,52.282793
z6250,m92485,60.917989
z6250,m64135,32.116191
z6250,m83926,57.606702
z6250,m49096,80.805595
z6331,m62407,72.422677
z6331,m97291,53.358387
z6331,m37243,58.372231
z6331,m72505,39.413575
z6331,m92485,82.654796
z6331,m64135,29.896654
z6331,m83926,82.360887
z6331,m61786,68.155099
z8072,m90730,24.311148
z8072,m90658,59.354619
z8072,m71749,77.505493
z8072,m3898,51.718588
z8072,m199,64.362871
z8072,m69076,42.691929
z8072,m24580,61.558001
z8810,m89263,11.134972
z8810,m25849,85.137174
z8810,m88462,20.140504
z8810,m69076,73.388287
z8810,m63217,50.492623
z8810,m1495,80.343295
z11214,m89263,51.530934
z11214,m88462,60.955271
z11214,m63217,14.509017
z11214,m10162,59.800764
z11598,m89263,71.859093
z11598,m22096,76.990998
z11598,m88462,81.28343
z11598,m63217,19.624145
z11598,m10162,50.725637
z12015,m970,41.498275
z12015,m71803,70.436774
z12015,m45262,32.633172
z12015,m79633,63.844026
z12015,m69778,59.851095
z12131,m970,54.739695
z12131,m45262,70.044068
z12131,m79633,80.071135
z12192,m970,34.819777
z12192,m71803,75.307082
z12192,m45262,37.50348
z12192,m79633,57.165528
z12192,m69778,53.172597
z12455,m71803,84.571726
z12455,m45262,46.768124
z12455,m56899,87.341178
z12788,m71803,60.658877
z12788,m45262,43.967604
z12788,m56899,35.3467
z13037,m41914,68.084884
z13037,m86302,21.110465
z13037,m89785,31.831603
z13061,m7732,67.197566
z13061,m41914,56.608158
z13061,m86302,31.446975
z13061,m89785,39.265067
z14001,m75664,60.931659
z14001,m11350,24.255224
z14040,m75664,58.799113
z14040,m11350,32.180193
z14787,m27766,38.292621
z14787,m11350,70.654254
z15666,m21745,70.716391
z15666,m69697,40.53515
z15666,m58168,26.924014
z15666,m89650,22.125164
z15666,m59275,49.563052
z15666,m43291,56.897717
z15681,m69697,35.338001
z15681,m58168,47.711366
z15681,m89650,54.174247
z15681,m1792,68.185546
z15681,m43291,47.066382
z15864,m69697,72.930958
z15864,m1792,100.555879
z15864,m43291,76.382675
z15928,m21745,59.651634
z15928,m69697,85.851751
z15928,m58168,72.883113
z15928,m89650,66.108924
z15928,m1792,49.631403
z15928,m43291,7.59067
z16635,m21745,66.021932
z16635,m15184,88.066318
z16635,m1792,12.157749
z16635,m43291,38.239183
z16635,m84493,56.584546
z16834,m95455,73.051504
z16834,m1792,51.461962
z16834,m84493,39.056908
z17311,m48664,69.142458
z17311,m97750,15.118582
z17311,m47530,43.786164
z17311,m199,47.518741
z17311,m37081,39.64721
z17311,m31519,48.03075
z17311,m15184,50.449127
z17311,m36784,13.187361
z17311,m4843,62.163217
z17311,m94294,29.972461
z17830,m95455,49.121257
z17830,m8434,41.609501
z17830,m48664,52.280929
z17830,m97750,71.818082
z17830,m47530,80.367529
z17830,m73693,62.145818
z17830,m80227,86.008336
z17830,m37081,45.08483
z17830,m37945,67.562311
z17830,m84493,96.842564
z17981,m95455,75.056048
z17981,m8434,44.085665
z17981,m48664,30.006636
z17981,m97750,73.613224
z17981,m47530,44.38268
z17981,m71749,62.480737
z17981,m73693,38.573481
z17981,m80227,65.340909
z17981,m37081,47.347242
z17981,m37945,45.164986
z17981,m1495,65.646002
z18073,m89263,83.63097
z18073,m25849,62.936203
z18073,m48664,74.158788
z18073,m47530,66.750179
z18073,m71749,16.323421
z18073,m88462,66.037466
z18073,m73693,39.102268
z18073,m69076,45.09415
z18073,m37945,62.77651
z18073,m1495,30.13526
z18219,m95455,66.19343
z18219,m8434,23.055357
z18219,m25849,57.310929
z18219,m48664,68.40489
z18219,m71749,90.049735
z18219,m73693,65.153876
z18219,m80227,25.061764
z18219,m37945,5.533932
z18219,m1495,72.202711
z18425,m71803,68.305471
z18425,m25849,46.733327
z18425,m80227,68.340889
z18425,m56899,45.879563
z18425,m37945,89.632173
z18425,m1495,83.191039
z18621,m7732,100.60621
z18621,m95455,57.449495
z18621,m8434,31.174814
z18621,m25849,70.108069
z18621,m80227,14.851393
z18621,m37945,36.647852
z18621,m1495,83.376829
z19144,m89263,41.101219
z19144,m90730,50.090596
z19144,m71749,42.03079
z19144,m88462,32.657406
z19144,m3898,66.730916
z19144,m73693,63.621575
z19144,m69076,8.856404
z19144,m1495,64.14042
z20144,m91261,80.127679
z20144,m92242,48.380582
z20144,m96103,25.143164
z20144,m31600,59.238423
z20144,m36190,50.116694
z20144,m31519,61.866201
z20833,m91261,60.855852
z20833,m92242,35.90842
z20833,m97750,77.553339
z20833,m96103,83.52223
z20833,m199,62.301783
z20833,m36190,69.832801
z20833,m31519,32.175222
z20833,m15184,84.742603
z20833,m36784,48.314717
z20833,m4843,33.599404
z20833,m94294,23.60527
z23038,m15724,38.374642
z23038,m31600,65.935561
z23038,m74746,54.360037
z23038,m84630,70.781014
z23354,m90892,59.775287
z23354,m95411,98.966411
z23456,m90892,26.32874
z23456,m95411,65.519864
z23661,m90892,17.343091
z23661,m95411,32.372196
z23830,m74746,38.178289
z23830,m95411,79.180088
z24340,m43210,66.085933
z24340,m10351,27.367673
z24340,m45235,56.86727
z24551,m75421,50.405631
z24551,m84630,85.560949
z24551,m52201,11.062271
z25159,m15481,20.33313
z25159,m6139,80.831072
z25159,m40753,46.075295
z25159,m67672,69.213916
z25425,m21745,103.005324
z25425,m92242,64.019253
z25425,m96103,30.731776
z25425,m36190,17.042348
z25425,m31519,23.438121
z25425,m15184,62.306754
z25425,m36784,69.661924
z25425,m94294,56.532972
z26711,m21745,52.277201
z26711,m96103,29.546822
z26711,m36190,45.849738
z26711,m31519,75.010688
z26726,m21745,23.224991
z26726,m96103,70.921444
z26726,m36190,87.22436
z26726,m89650,81.659359
z26726,m59275,88.168844
z27109,m96670,6.367812
z27109,m38809,25.036288
z27109,m19558,56.421747
z27109,m11728,53.706355
z27109,m35164,32.453596
z27557,m25228,62.380075
z27557,m75988,32.400158
z27557,m33814,41.93572
z27557,m35380,55.943913
z27557,m73261,34.967664
z28369,m60895,68.891424
z28369,m30061,62.488194
z28369,m29440,55.669888
z28782,m83548,22.77139
z28782,m35461,52.991157
z28782,m2413,76.14034
z28782,m32653,64.669207
z28782,m3358,46.334407
z28782,m38647,72.812276
z28782,m55603,48.872708
z28901,m45640,93.571666
z28901,m17722,76.124806
z29059,m85708,50.687112
z29059,m15508,42.639734
z29370,m83548,47.654821
z29370,m35461,59.89894
z29370,m2413,57.348833
z29370,m18964,69.008242
z29370,m55603,44.403807
z29666,m83548,72.556271
z29666,m35461,67.625691
z29666,m2413,60.550137
z29666,m18964,61.962514
z29666,m4222,63.645187
z29666,m55603,62.497515
z29707,m32653,35.643716
z29707,m19558,50.588936
z29707,m15670,25.208408
z29707,m75745,15.5523
z30185,m76204,67.273373
z30185,m14185,56.467728
z30185,m2629,65.65408
z30185,m3817,54.248812
z30290,m14185,67.370929
z30290,m3817,33.737349
z30345,m76204,74.711187
z30345,m14185,50.999041
z30345,m32194,40.430759
z30345,m3817,3.750597
z30345,m3763,58.950106
z30643,m35461,52.681092
z30643,m2413,23.995491
z30643,m32194,74.825519
z30643,m3763,47.003624
z30643,m55603,62.168188
z30662,m35461,68.512388
z30662,m2413,46.307688
z30662,m32194,58.027992
z30662,m3763,32.186406
z30816,m4222,34.322059
z31716,m89974,71.246421
z31716,m901,22.389247
z32536,m68482,48.772668
z32536,m31060,29.876148
z33194,m56602,51.096596
z35747,m32113,51.654587
z35747,m40780,32.22431
z35747,m22690,58.023021
z35759,m40780,15.652962
z35759,m22690,42.056888
z35975,m32113,46.718414
z35975,m76204,66.84587
z35975,m40780,61.259122
z35975,m2629,69.103312
z35975,m22690,70.195682
z35976,m32113,37.77999
z35976,m40780,43.502819
z35976,m2629,64.280228
z35976,m22690,50.383262
z37726,m45640,62.993369
z37892,m45640,70.579068
z38677,m56116,69.781228
z41214,m40753,63.873852
z41238,m40753,69.034339
z42715,m9379,70.415026
z43026,m19234,18.764167
z43026,m83980,38.347923
z43026,m22528,63.676256
z43026,m61705,50.127257
z43608,m23824,64.380269
z43608,m83332,76.018552
z43608,m87868,9.233576
z43608,m42157,75.381646
z43608,m2602,53.344717
z43608,m58357,20.843897
z43811,m13375,72.530795
z43811,m19234,62.542253
z43811,m54091,73.244751
z43811,m61705,33.104172
z44065,m17668,32.269049
z44065,m766,42.342097
z44065,m13375,69.58301
z44065,m97831,44.794028
z44065,m51364,61.224325
z44403,m17668,62.596313
z44403,m766,55.582275
z44403,m13375,74.175565
z44403,m93592,78.734565
z44403,m97831,12.47092
z45145,m16885,37.970751
z45145,m83980,64.115565
z45145,m56926,51.229569
z45145,m22528,69.171041
z45653,m40753,52.302056
z45855,m49852,44.018557
z45855,m31087,31.436411
z46069,m45694,28.989452
z46069,m41212,27.972267
z46069,m60625,53.652917
z46069,m2386,33.363283
z46069,m46018,46.184035
z48851,m56980,82.341004
z48851,m47719,36.247688
z48851,m34300,50.125393
z48851,m77149,81.889267
z48851,m43723,93.082647
z48851,m42157,72.230673
z48851,m5707,55.383436
z49127,m56656,31.201533
z49127,m83116,35.624453
z49127,m39430,65.736101
z49127,m26794,55.787948
z49127,m43723,55.458622
z49127,m7138,6.291383
z49256,m83332,80.836043
z49256,m87868,37.768805
z49256,m42157,43.194618
z49256,m2602,56.442874
z49256,m58357,61.659906
z49440,m34300,43.247435
z49440,m39430,36.930575
z49440,m60841,7.240839
z50156,m23743,28.217087
z50156,m2062,22.64898
z50171,m23743,71.800063
z50171,m14752,78.096417
z50171,m41590,59.911368
z50210,m23743,42.378758
z50210,m2062,79.890937
z50315,m23743,6.822656
z50315,m2062,40.627734
z50594,m2062,66.573088
z51555,m65269,33.075589
z53562,m6760,64.038515
z53562,m53200,13.25944
z53562,m42562,49.438778
z54001,m26038,79.243468
z54001,m57628,73.61136
z54007,m26038,67.781034
z54007,m57628,60.946572
z60163,m56656,78.501551
z60163,m73153,69.459357
z60163,m22960,52.658723
z60163,m44506,56.273861
z60163,m76474,45.444604
z60163,m16264,7.376297
z60163,m43885,61.900998
z60169,m6760,68.417939
z60169,m75718,55.39462
z60169,m73153,69.190304
z60169,m22960,43.123782
z60169,m44506,56.004807
z60169,m76474,27.751059
z60169,m16264,24.3621
z61516,m8407,36.42975
z61516,m68509,30.386294
z62501,m83899,51.709268
z62501,m15211,39.752843
z62501,m8407,52.760007
z62501,m22717,13.384957
z62534,m83899,67.580331
z62534,m15211,72.559378
z62534,m22717,26.357945
z63034,m1765,14.568669
z63034,m77770,18.172001
z63370,m18937,70.781014
z63370,m77770,69.431396
z64102,m88084,75.222575
z64102,m43912,5.148682
z64102,m77743,56.402484
z64102,m48232,47.820106
z64102,m48826,21.944345
z64149,m43912,19.095358
z64149,m48232,53.419903
z64149,m48826,9.103709
z64151,m88084,82.48454
z64151,m43912,14.431346
z64151,m77743,44.237279
z64151,m48232,55.082071
z64151,m48826,31.433926
z64497,m77743,49.575479
z65260,m18937,50.703268
z66104,m88084,76.232925
z66104,m43912,13.565154
z66104,m77743,52.05475
z66104,m48232,48.830455
z66104,m48826,30.360818
z67570,m95077,44.238522
z68428,m49933,15.410006
z68428,m65269,59.153295
z71203,m58330,12.02229
z72325,m56116,34.479266
z72325,m43345,48.923661
z72432,m56116,71.721148
z72432,m43345,21.08561
z72524,m43345,51.419709
