zid,mid,ddist
z74452,m88948,56.335376
z74452,m29494,77.222148
z74831,m65080,67.027311
z74831,m63433,47.973584
z75140,m89326,41.468449
z75140,m51256,58.341163
z75691,m89326,54.638412
z75691,m51256,24.36645
z75691,m81739,57.558856
z75706,m89326,15.813897
z75706,m51256,37.473032
z76116,m22042,33.504956
z76116,m52687,65.168789
z76116,m23500,46.934652
z78220,m79201,47.01108
z78220,m78580,14.302101
z78235,m79201,54.903116
z78235,m78580,15.683409
z79086,m1927,75.920375
z79102,m1927,1.337812
z79508,m280,12.039067
z79763,m57007,29.993587
z79763,m64864,8.679934
z80030,m30628,54.890067
z80030,m9298,19.706166
z80030,m34786,53.032167
z80030,m51175,25.483675
z80030,m46126,13.455172
z80030,m23527,15.045882
z81253,m72613,31.420256
z81253,m18856,59.85358
z83250,m40996,76.245974
z83250,m70426,27.189961
z84010,m64945,21.718787
z84010,m72559,49.285299
z84010,m78499,20.267886
z84010,m50959,74.918725
z84757,m77446,38.733173
z85207,m4549,48.379961
z85207,m14401,50.983506
z85207,m69184,26.620163
z85352,m98020,44.995974
z90290,m87490,25.100289
z90290,m12754,35.109336
z90290,m79309,36.872788
z90290,m82144,24.092425
z90290,m51445,37.564995
z90290,m47611,68.470756
z90290,m66673,44.931351
z93553,m87490,85.964219
z93553,m79309,49.597227
z93553,m82144,72.739576
z93553,m51445,87.043541
z93553,m90541,42.85535
z93553,m47611,23.63696
z93553,m75340,66.311491
z93675,m90946,40.781213
z93675,m31843,37.772533
z93675,m36703,54.928592
z93675,m71074,67.254111
z93675,m52984,61.573536
z93924,m79336,74.561436
z93924,m78310,34.971392
z93924,m80362,29.420683
z93924,m33328,67.36223
z93924,m92890,55.400213
z93930,m78310,55.911601
z93930,m80362,67.858084
z93930,m27261,66.529592
z94903,m68887,20.897335
z94903,m61057,32.730106
z94903,m90028,30.330371
z94903,m28657,41.101219
z94903,m22420,67.917735
z94903,m19504,43.785542
z94903,m50527,59.520525
z94903,m79498,36.128385
z94903,m89866,49.686083
z94903,m79039,68.407376
z94903,m2683,52.828979
z94903,m78904,38.628162
z94940,m68887,21.59327
z94940,m61057,47.31928
z94940,m90028,53.199937
z94940,m28657,63.970786
z94940,m19504,70.452309
z94940,m79498,29.90846
z94940,m89866,72.55565
z94940,m78904,65.294928
z95236,m54145,29.577269
z95236,m85087,19.131398
z95236,m28657,66.022553
z95236,m22420,70.926415
z95236,m19504,79.691477
z95236,m96994,76.445434
z95236,m50527,58.650605
z95236,m58006,26.452393
z95236,m89866,88.355255
z95236,m77068,68.092341
z95236,m89083,43.792999
z95236,m56251,62.838026
z95236,m2683,54.045624
z95236,m88273,41.004285
z95236,m50851,23.607756
z95680,m54145,48.072382
z95680,m68887,77.217177
z95680,m61057,55.469806
z95680,m85087,32.951936
z95680,m90028,51.499244
z95680,m28657,35.907177
z95680,m22420,45.394894
z95680,m19504,55.125567
z95680,m96994,50.836863
z95680,m50527,54.460078
z95680,m58006,64.167139
z95680,m89866,43.380408
z95680,m77068,46.755697
z95680,m2683,28.004578
z95680,m88273,52.958845
z95680,m78904,75.770003
z95680,m50851,23.044172
z95941,m97939,41.596452
z95941,m16318,48.074868
z95957,m61057,86.107134
z95957,m28657,67.551126
z95957,m22420,38.603928
z95957,m96994,33.089259
z95957,m89866,58.252928
z95957,m77068,58.262248
z95957,m97939,17.380995
z95957,m16318,63.740878
z96822,m43669,13.321577
z96822,m89770,11.569932
z97229,m78229,49.076518
z97229,m51283,58.773016
z97229,m71317,11.791761
z97520,m34516,56.994651
z97520,m55981,28.624707
z98250,m60490,49.636995
z98250,m55333,77.835441
z98250,m6652,71.319743
z99129,m83764,77.319703
z99611,m2305,159.837176
z731,m3034,45.926788
z731,m79093,88.796429
z731,m78985,48.611111
z731,m35866,46.796086
z731,m70642,9.079476
z731,m30115,48.188579
z731,m55738,55.613343
z731,m97561,34.059841
z731,m631,44.208696
z731,m43453,21.331673
z1569,m97291,25.769506
z1569,m37243,81.328168
z1569,m72505,26.295807
z1569,m9271,70.922065
z1569,m64135,78.037387
z1569,m83926,65.49066
z1569,m61165,81.470462
z1569,m61786,53.984729
z1569,m49096,50.541711
z4571,m49339,49.382854
z4571,m71263,61.481573
z6029,m62407,53.575246
z6029,m97291,59.582662
z6029,m37243,22.447034
z6029,m22096,76.449783
z6029,m72505,89.655164
z6029,m92485,48.23891
z6029,m64135,67.377764
z6029,m69778,78.578601
z6029,m83926,23.790439
z6029,m49096,82.886567
z6467,m62407,26.363537
z6467,m71803,78.792974
z6467,m37243,19.882014
z6467,m22096,37.417109
z6467,m92485,9.206236
z6467,m64135,58.950728
z6467,m83926,49.801658
z6467,m10162,60.212111
z6870,m62407,45.302931
z6870,m71803,74.919967
z6870,m22096,39.73296
z6870,m92485,55.47602
z6870,m56899,73.090029
z6870,m63217,38.382099
z6870,m10162,10.480047
z7208,m89263,40.878768
z7208,m25849,73.475279
z7208,m88462,50.303105
z7208,m56899,78.084611
z7208,m63217,19.01458
z7208,m10162,61.272171
z8340,m90730,11.594165
z8340,m90658,38.738766
z8340,m88462,69.638934
z8340,m3898,19.261264
z8340,m69076,57.947213
z8340,m24580,89.473723
z13751,m7732,71.578233
z13751,m970,73.669147
z13751,m45262,77.69004
z13751,m89785,68.603729
z15051,m94726,74.089194
z15051,m93592,54.520351
z15051,m97831,75.694817
z15051,m69697,14.131224
z15051,m58168,50.399417
z15051,m89650,57.731597
z15051,m43291,69.350617
z15082,m94726,53.430466
z15082,m93592,27.560298
z15082,m97831,74.288033
z15082,m69697,21.645465
z15082,m58168,46.907311
z15082,m89650,67.51198
z15082,m59275,71.755945
z15522,m21745,30.536666
z15522,m96103,96.179561
z15522,m36190,94.620541
z15522,m15184,64.205664
z15522,m1792,42.02147
z15522,m43291,42.808747
z15717,m69697,41.57284
z15717,m58168,50.864824
z15717,m89650,57.327706
z15717,m1792,52.954496
z15717,m43291,27.350896
z15922,m69697,70.876705
z15922,m58168,80.16869
z15922,m89650,86.631572
z15922,m1792,32.041006
z15922,m43291,27.841779
z15922,m84493,76.467803
z16134,m17668,67.325569
z16134,m27766,59.184985
z16134,m97831,43.65754
z16823,m95455,53.769113
z16823,m1792,49.786745
z16823,m84493,14.395306
z16861,m1792,43.633306
z16861,m43291,56.987816
z16861,m84493,48.711152
z17055,m48664,44.044033
z17055,m97750,33.23466
z17055,m47530,45.386195
z17055,m73693,69.079078
z17055,m199,78.41518
z17055,m37081,11.119437
z17055,m31519,64.129857
z17055,m15184,48.265629
z17055,m36784,30.376973
z17055,m94294,59.602546
z17083,m8434,72.066631
z17083,m48664,6.438648
z17083,m97750,51.839756
z17083,m47530,18.949336
z17083,m71749,60.230131
z17083,m73693,38.936362
z17083,m199,67.446736
z17083,m37081,29.644998
z17083,m37945,73.145953
z17083,m36784,64.937018
z17083,m1495,69.500368
z17340,m92242,82.646718
z17340,m48664,77.541532
z17340,m97750,37.302777
z17340,m47530,63.801773
z17340,m199,68.402405
z17340,m37081,44.616937
z17340,m36190,76.145311
z17340,m31519,38.797175
z17340,m15184,33.21664
z17340,m36784,8.177866
z17340,m4843,49.733307
z17340,m94294,23.391519
z18202,m95455,73.546737
z18202,m8434,30.408663
z18202,m25849,61.689111
z18202,m48664,66.761364
z18202,m71749,71.120904
z18202,m73693,63.51035
z18202,m80227,29.430004
z18202,m37945,7.553388
z18202,m1495,55.579789
z18248,m95455,78.747614
z18248,m8434,35.60954
z18248,m25849,66.889987
z18248,m48664,58.805327
z18248,m47530,69.753266
z18248,m71749,73.414385
z18248,m73693,55.256055
z18248,m80227,34.630881
z18248,m37945,12.754265
z18248,m1495,60.780666
z19087,m89263,63.727208
z19087,m90730,61.694703
z19087,m48664,73.368404
z19087,m47530,61.12677
z19087,m71749,26.369129
z19087,m88462,46.133704
z19087,m73693,43.459944
z19087,m69076,11.310198
z19087,m1495,58.781715
z19096,m89263,53.989079
z19096,m90730,51.640296
z19096,m47530,68.109118
z19096,m71749,35.315632
z19096,m88462,45.545266
z19096,m3898,68.280616
z19096,m73693,56.906417
z19096,m69076,3.566671
z19096,m1495,60.097779
z19119,m89263,56.063216
z19119,m90730,51.179238
z19119,m47530,74.464502
z19119,m71749,41.671016
z19119,m88462,38.469712
z19119,m3898,67.819559
z19119,m73693,63.261801
z19119,m69076,9.837549
z19119,m1495,60.269277
z19720,m90730,44.019799
z19720,m90658,82.763536
z19720,m47530,56.903931
z19720,m71749,52.576081
z19720,m3898,84.476035
z19720,m73693,67.896609
z19720,m199,51.031973
z19720,m69076,34.79803
z19720,m24580,41.623792
z21912,m90730,71.542815
z21912,m90658,110.286552
z21912,m47530,68.816238
z21912,m71749,77.900685
z21912,m199,49.126228
z21912,m69076,61.963135
z21912,m4843,75.269799
z21912,m24580,34.970771
z23114,m31600,68.304228
z23114,m74746,12.153399
z23114,m95411,67.413182
z23187,m90892,44.227337
z23187,m74746,59.421106
z23187,m95411,2.683081
z23357,m78364,59.936222
z23357,m49594,207.957404
z23950,m75988,66.530214
z24132,m8002,22.41348
z24132,m75421,53.780298
z24132,m6139,88.981597
z24888,m6139,75.258615
z25003,m15481,15.846208
z25003,m6139,71.414191
z25003,m40753,57.64212
z25011,m15481,18.070096
z25011,m6139,78.568038
z25011,m40753,43.812261
z25011,m67672,78.172846
z25024,m15481,28.279846
z25024,m6139,59.704451
z25024,m40753,76.186322
z25036,m15481,36.771504
z25036,m6139,48.941059
z25611,m15481,77.763362
z25611,m6139,56.788356
z25611,m40753,86.072338
z25984,m6139,56.805754
z27343,m25228,48.235182
z27343,m11728,45.939215
z27343,m35164,69.583632
z27343,m73261,71.155701
z27807,m25228,66.244383
z27807,m75988,27.290001
z27807,m33814,37.702318
z27807,m35380,51.710511
z27807,m73261,38.831971
z27842,m75988,57.625343
z27966,m90892,73.863636
z27970,m35380,67.850006
z27970,m61840,79.523085
z28622,m43210,36.218484
z28622,m10351,52.822765
z28622,m45235,57.304094
z28622,m38647,65.949853
z31007,m901,56.086828
z31007,m52822,57.04374
z31007,m91783,42.272504
z31794,m89974,48.745327
z31794,m901,47.390738
z32128,m87787,42.426604
z32128,m67134,14.158564
z32128,m45451,76.510056
z32128,m77230,56.979738
z32128,m23311,19.646514
z32128,m65863,49.614626
z32128,m45937,69.254305
z32128,m48799,60.613517
z32405,m67294,1.076836
z32437,m31060,54.583731
z32437,m67294,31.842788
z32714,m98182,87.152281
z32714,m87787,51.235162
z32714,m67134,51.506701
z32714,m45451,35.420022
z32714,m67105,73.040941
z32714,m46828,66.218285
z32714,m23311,27.654746
z32714,m96697,55.346775
z32714,m65863,8.524591
z32714,m45937,50.053935
z32714,m48799,29.558006
z32714,m64567,85.51621
z32821,m98182,65.482582
z32821,m87787,53.511244
z32821,m45451,18.739312
z32821,m80416,66.289743
z32821,m67105,64.608312
z32821,m46828,44.548586
z32821,m23311,50.811387
z32821,m96697,33.677076
z32821,m65863,18.048348
z32821,m45937,64.731965
z32821,m48799,49.886165
z33146,m56602,39.595015
z33782,m84024,60.231995
z33782,m98182,52.138635
z33782,m86599,20.226875
z33782,m46828,54.23887
z33782,m79606,52.722724
z34953,m80400,40.390992
z34953,m71479,6.334879
z36525,m67807,53.036517
z36525,m68482,69.625263
z36525,m22285,36.624239
z36525,m57925,21.216098
z36581,m22285,74.593126
z36581,m57925,59.184985
z37033,m61273,82.944976
z37033,m17317,84.193311
z37705,m45640,31.671911
z37705,m59410,70.148458
z37754,m45640,22.089746
z37754,m59410,60.566293
z38460,m40780,52.443729
z38460,m29953,46.755697
z38460,m22690,65.206072
z38588,m60733,91.684562
z38588,m9379,71.846044
z38588,m61273,83.647126
z39358,m89110,76.957444
z41240,m40753,59.175043
z41821,m10351,111.002371
z41821,m45235,103.704988
z42210,m9379,31.332021
z42210,m26750,60.720393
z44843,m766,67.019854
z44843,m13375,64.863696
z44843,m19234,64.306326
z44843,m51364,62.325395
z44843,m54091,10.153205
z44843,m61705,55.858785
z45333,m49852,43.638277
z45333,m83980,53.362115
z45333,m56926,62.688275
z45333,m22528,41.301922
z45333,m60625,65.550311
z45830,m49852,14.001978
z45830,m31087,68.824316
z45830,m87868,77.759634
z45869,m49852,33.794515
z45869,m31087,70.429318
z45869,m83980,72.614059
z45869,m22528,60.553865
z45869,m60625,66.527107
z47135,m51755,39.688221
z47135,m66484,84.44186
z47135,m26750,34.348778
z47220,m19126,37.008247
z47220,m51755,60.993796
z47220,m8380,50.167646
z48386,m47719,60.399144
z48386,m29872,32.109978
z48386,m23824,23.8271
z48386,m83332,28.200932
z48386,m77149,71.524795
z48386,m71155,64.853754
z48386,m42157,76.509435
z48386,m2602,47.882864
z48386,m58357,57.269297
z49272,m47719,32.415692
z49272,m29872,68.196731
z49272,m23824,81.537571
z49272,m83332,38.608899
z49272,m42157,11.719061
z49272,m5707,55.384057
z49272,m2602,53.66348
z49272,m58357,86.34077
z50312,m23743,3.476572
z50312,m2062,40.215765
z51024,m82225,17.585426
z52301,m92593,61.407629
z52301,m14752,38.005548
z52301,m41590,34.871351
z52307,m92593,80.555183
z52307,m14752,25.599872
z52307,m41590,23.37412
z52340,m14752,25.823565
z52340,m41590,7.638516
z53058,m6760,72.241236
z53058,m93916,38.059607
z53058,m53200,55.689772
z53058,m73153,57.244442
z53058,m44506,65.908842
z53058,m76474,84.021813
z53058,m81118,84.925286
z53058,m42562,57.589303
z53058,m30223,57.184791
z53058,m57466,23.108173
z53140,m93916,74.888899
z53140,m73153,10.366957
z53140,m44506,6.157167
z53140,m76474,34.075996
z53140,m42562,71.141409
z53140,m16264,68.501203
z53140,m57466,45.695637
z53550,m6760,29.314429
z53550,m53200,57.383008
z53550,m75718,40.295922
z53550,m22960,80.837907
z53550,m42562,32.512626
z55027,m75637,32.819584
z55027,m57628,69.038068
z55127,m57628,21.646708
z55803,m24850,24.297478
z56120,m53983,47.92201
z56141,m82252,72.607845
z58060,m29089,71.687594
z60101,m75718,68.310442
z60101,m73153,73.149059
z60101,m22960,53.263317
z60101,m44506,59.963563
z60101,m76474,40.504081
z60101,m16264,17.515211
z60101,m43885,72.039912
z61232,m22366,18.818848
z61232,m41590,66.35623
z61533,m83899,90.590327
z61533,m8407,56.570255
z61533,m68509,20.272857
z62002,m1765,5.22511
z62002,m77770,42.203531
z62092,m83899,62.471417
z62092,m1765,45.632258
z62092,m77770,69.092748
z62554,m83899,47.490779
z62554,m15211,40.843971
z62554,m8407,44.739969
z62554,m22717,8.041786
z62808,m13591,62.805093
z63664,m77770,82.328576
z64022,m43912,63.153682
z64022,m48826,58.732005
z65747,m83953,61.482194
z65747,m29494,65.606235
z67039,m95077,32.438683
z67417,m53848,66.637089
z70082,m62677,47.483944
z70082,m82468,75.264828
z70094,m40375,45.937972
z70094,m36514,56.576468
z70094,m62677,8.307111
z70094,m53794,45.571363
z70094,m82468,48.197278
z71957,m40213,35.574122
z72838,m30925,77.471318
z72838,m40213,75.4152
z73104,m65080,3.547408
z73104,m63433,21.111086
z75024,m22042,28.958383
z75024,m52687,14.640748
z75024,m81631,51.532177
z75024,m23500,22.759584
z75757,m89326,16.505483
z75757,m51256,58.574798
z76270,m95104,59.552836
z76270,m23500,61.981155
z76852,m78553,63.517185
z77042,m46801,59.860415
z77042,m87220,47.045256
z77042,m19755,36.421672
z77042,m40429,14.608437
z77660,m46531,90.848197
z77660,m6058,42.387457
z77660,m70993,61.800957
z78219,m79201,45.210347
z78219,m78580,12.501367
z79250,m51877,36.418566
z79541,m280,21.600105
z81005,m72613,13.398627
z81005,m18856,60.440776
z85617,m81901,44.963041
z90016,m87490,42.040111
z90016,m12754,52.049158
z90016,m79309,37.230076
z90016,m82144,40.726532
z90016,m51445,17.103242
z90016,m47611,68.828044
z90016,m75340,62.31421
z90016,m66673,61.871172
z90016,m57709,57.026963
z90047,m87490,46.67119
z90047,m12754,56.680237
z90047,m79309,41.861156
z90047,m82144,45.357612
z90047,m51445,20.274721
z90047,m47611,73.459124
z90047,m75340,65.274422
z90047,m66673,66.502252
z90047,m57709,55.098226
z90401,m87490,40.180347
z90401,m12754,50.189394
z90401,m79309,35.370312
z90401,m82144,38.866768
z90401,m51445,25.566318
z90401,m47611,66.96828
z90401,m66673,60.011408
z90401,m57709,66.185353
z91945,m78661,21.1987
z92840,m79309,63.996883
z92840,m82144,68.70812
z92840,m60799,56.372037
z92840,m51445,20.377868
z92840,m90541,78.371063
z92840,m47611,95.594851
z92840,m75340,43.826553
z92840,m57709,25.246312
z92840,m38215,74.964706
z93043,m87490,26.838886
z93043,m12754,15.906481
z93043,m79309,54.251919
z93043,m82144,34.97512
z93043,m66673,7.881472
z93043,m79282,42.135802
z93901,m79336,47.356563
z93901,m78310,6.959979
z93901,m80362,18.73807
z93901,m33328,39.260717
z93901,m92890,28.195339
z93901,m79039,68.068729
z95062,m79336,10.266916
z95062,m78310,34.990033
z95062,m80362,36.816865
z95062,m33328,45.604296
z95062,m92890,15.270197
z95062,m50527,63.436406
z95062,m79039,32.546802
z95062,m78904,61.329958
z96023,m55981,80.268109
z96125,m14158,107.171618
z96125,m74179,75.200206
z96744,m43669,8.532048
z96744,m89770,16.876442
z97123,m78229,52.474176
z97123,m955,74.357005
z97123,m51283,68.790762
z97123,m71317,21.809507
z99337,m91405,62.093002
z99337,m44479,23.421344
z682,m3034,42.915001
z682,m78985,16.978346
z682,m70642,48.848475
z682,m30115,57.100284
z682,m55738,6.418143
z682,m97561,30.821875
z682,m631,22.393596
z682,m43453,64.585322
z1244,m62407,84.827731
z1244,m970,69.548213
z1244,m71803,80.511065
z1244,m37243,50.017274
z1244,m45262,59.458388
z1244,m22096,55.302036
z1244,m92485,50.959894
z1244,m69778,31.808613
z1244,m83926,48.762726
z2052,m97291,28.850264
z2052,m53740,76.846839
z2052,m72505,36.929333
z2052,m9271,30.695116
z2052,m61165,70.618215
z2052,m61786,51.970244
z2052,m5167,68.523572
z2052,m49096,53.748608
z2199,m97291,33.753505
z2199,m53740,57.16615
z2199,m71506,61.53936
z2199,m72505,54.04873
z2199,m9271,5.900541
z2199,m61165,50.937525
z2199,m61786,55.307007
z2199,m5167,72.692973
z2199,m49096,65.382541
z2632,m72505,75.710352
z2632,m61786,47.951836
z2632,m5167,13.801897
z4040,m49339,44.945021
z4040,m71263,47.60014
z4976,m4951,54.391727
z4976,m49339,71.894511
z5151,m53740,100.627958
z5151,m33598,85.758545
z5465,m11755,14.861956
z5674,m11755,45.609267
z5836,m11755,63.82787
z6422,m62407,20.679855
z6422,m37243,27.857935
z6422,m22096,52.854455
z6422,m92485,24.643581
z6422,m64135,48.114636
z6422,m83926,51.878902
z6422,m10162,59.066303
z6472,m62407,8.942153
z6472,m37243,28.125746
z6472,m22096,57.078536
z6472,m92485,28.867663
z6472,m64135,49.914127
z6472,m83926,59.568371
z6472,m10162,52.202015
z7066,m89263,37.891837
z7066,m25849,77.218419
z7066,m88462,39.552762
z7066,m56899,81.827751
z7066,m63217,25.87079
z7066,m1495,76.541746
z7066,m10162,67.333025
z7738,m89263,27.986558
z7738,m88462,49.626432
z7738,m63217,51.731637
z8110,m89263,46.425749
z8110,m90730,40.725911
z8110,m71749,51.84597
z8110,m88462,36.105394
z8110,m3898,57.366231
z8110,m73693,73.436754
z8110,m69076,17.059125
z8110,m1495,73.955599
z10024,m89263,59.293103
z10024,m71803,72.465551
z10024,m22096,67.109953
z10024,m88462,68.71744
z10024,m56899,69.716605
z10024,m63217,11.870675
z10024,m10162,40.844593
z10455,m89263,65.76717
z10455,m71803,71.772722
z10455,m22096,63.305297
z10455,m88462,75.191507
z10455,m56899,69.023776
z10455,m63217,11.389113
z10455,m10162,37.039937
z11361,m62407,72.35184
z11361,m89263,73.991017
z11361,m71803,79.99657
z11361,m22096,64.406988
z11361,m56899,77.247624
z11361,m63217,13.242041
z11361,m10162,38.141628
z13783,m7732,49.801658
z13783,m56899,77.422851
z13796,m7732,71.536601
z13796,m89785,47.474002
z14035,m11350,43.272911
z14141,m11350,35.567287
z15035,m94726,71.084864
z15035,m93592,51.516021
z15035,m69697,10.63104
z15035,m58168,35.404488
z15035,m89650,42.736668
z15035,m59275,70.174556
z15035,m43291,62.434135
z15686,m69697,37.697969
z15686,m58168,53.789619
z15686,m89650,60.2525
z15686,m1792,67.164634
z15686,m43291,46.045469
z15779,m21745,79.319897
z15779,m69697,43.943992
z15779,m58168,53.235977
z15779,m89650,59.698859
z15779,m1792,58.224966
z15779,m43291,32.621366
z15936,m21745,54.506681
z15936,m69697,82.809517
z15936,m58168,69.840879
z15936,m89650,63.066691
z15936,m1792,54.409747
z15936,m43291,17.566785
z16110,m27766,52.164112
z16110,m97831,39.87836
z16365,m27766,63.470582
z16662,m21745,69.077214
z16662,m15184,65.550311
z16662,m1792,19.192292
z16662,m43291,54.678801
z16662,m84493,63.61909
z17938,m95455,68.097933
z17938,m8434,43.447517
z17938,m48664,34.620317
z17938,m97750,78.226905
z17938,m47530,50.294406
z17938,m71749,68.392463
z17938,m73693,44.485206
z17938,m80227,64.702761
z17938,m37081,51.960923
z17938,m37945,44.526838
z17938,m1495,71.557728
z18230,m95455,77.288634
z18230,m8434,34.150561
z18230,m25849,54.532157
z18230,m48664,64.605206
z18230,m71749,66.697362
z18230,m73693,49.454312
z18230,m80227,33.171901
z18230,m37945,7.172488
z18230,m1495,48.850339
z20603,m91261,6.123613
z20603,m92242,36.753485
z20603,m31600,67.284558
z20603,m31519,76.510056
z20603,m4843,56.04706
z20603,m49594,43.756338
z20603,m94294,77.860296
z24105,m8002,25.933548
z24105,m75421,60.635886
z24531,m8002,93.945732
z24531,m75421,61.326851
z24531,m11728,64.961251
z24531,m35164,72.021271
z24531,m52201,54.860241
z25517,m15481,77.34083
z25517,m40753,30.870964
z26574,m94726,67.040981
z26574,m93592,98.306515
z26574,m58168,80.636582
z26574,m89650,57.426504
z26574,m59275,25.079163
z26705,m21745,69.128167
z26705,m58168,87.397722
z26705,m89650,64.187644
z26705,m59275,47.32798
z27313,m25228,58.379066
z27313,m96670,38.602685
z27313,m38809,21.311789
z27313,m19558,63.61039
z27313,m11728,28.833487
z27313,m35164,16.985803
z27892,m75988,49.436292
z27892,m33814,79.231041
z27892,m35380,40.510916
z27892,m61840,57.57874
z28127,m96670,62.380075
z28127,m38809,46.610296
z28127,m32653,68.186789
z28127,m19558,30.054482
z28127,m15670,47.029721
z28127,m35164,63.233839
z28127,m75745,74.435298
z30901,m4222,10.57698
z31909,m19099,7.339015
z31909,m4033,38.506373
z32435,m24472,84.812818
z32435,m31060,50.363999
z32435,m67294,59.206733
z34481,m84024,63.499165
z34481,m32167,50.253395
z34481,m98182,83.800604
z34481,m39758,28.999394
z34481,m45937,40.865098
z34481,m48799,60.886299
z34481,m64567,19.737856
z35063,m32113,95.914857
z35063,m89110,88.257079
z35063,m7786,39.040131
z35063,m22690,64.124264
z35746,m32113,82.110475
z35746,m15832,76.77476
z35746,m40780,53.36895
z35746,m22690,77.901928
z35906,m32113,7.201071
z35906,m76204,65.396832
z35906,m2629,33.11722
z35906,m7786,59.5634
z37032,m60733,71.027077
z37032,m9379,59.894591
z37032,m61273,45.489964
z37032,m17317,24.882188
z37745,m43210,39.906322
z37745,m10351,51.512293
z37745,m3358,73.202497
z37745,m59410,38.603928
z37745,m45235,31.538316
z38128,m56116,14.824053
z38128,m43345,80.223371
z40322,m49582,58.785443
z41095,m16885,44.186948
z41095,m56926,70.01797
z41095,m49582,63.036243
z41121,m40753,29.624493
z42411,m28333,93.725767
z42411,m17317,75.642622
z43727,m94726,68.256383
z43727,m67672,60.452582
z43727,m61705,49.763755
z44090,m17668,48.773289
z44090,m766,43.82531
z44090,m13375,62.884629
z44090,m51364,19.563251
z44090,m54091,42.385593
z44254,m17668,49.377262
z44254,m766,32.164037
z44254,m13375,44.321786
z44254,m51364,32.015529
z44254,m54091,38.313748
z44256,m17668,36.078676
z44256,m766,23.936461
z44256,m13375,39.92372
z44256,m51364,32.53251
z44256,m54091,53.270152
z44839,m17668,56.642955
z44839,m766,77.345179
z44839,m87868,71.470115
z44839,m51364,24.064464
z44839,m54091,48.103451
z44839,m58357,87.207583
z46793,m31087,28.401013
z46793,m26794,61.576642
z47371,m49852,66.044301
z47371,m31087,52.257939
z47371,m60625,30.856051
z47371,m2386,57.990088
z49418,m34300,9.383326
z49418,m39430,20.432549
z49418,m43723,53.626819
z49418,m5707,64.957523
z49418,m60841,38.323068
z51431,m82225,65.550933
z53137,m6760,50.064498
z53137,m93916,71.879598
z53137,m53200,42.241435
z53137,m75718,66.258674
z53137,m73153,69.553184
z53137,m44506,78.217584
z53137,m76474,60.962106
z53137,m42562,35.412566
z53137,m30223,69.567476
z53137,m57466,35.416915
z53520,m6760,20.131805
z53520,m53200,50.493244
z53520,m75718,38.900322
z53520,m22960,71.302966
z53520,m42562,22.115843
z54014,m26038,77.468211
z54014,m75637,54.686257
z54014,m57628,56.267647
z54983,m2764,32.146639
z54983,m93025,67.247897
z54983,m34813,61.441183
z54983,m30223,53.147742
z54983,m66160,33.124056
z55073,m57628,43.717192
z56386,m77338,64.160304
z57034,m82252,43.278504
z57034,m82225,67.795325
z58031,m29089,51.220249
z59860,m57736,70.275839
z62422,m83899,64.429358
z62422,m22717,50.838727
z62995,m13591,31.316487
z62995,m13537,54.74653
z63746,m13591,68.714333
z63746,m13537,33.024636
z63787,m13537,47.267085
z63821,m43345,36.762184
z64134,m43912,13.173691
z64134,m48232,47.369611
z64134,m48826,9.331753
z64153,m88084,75.4152
z64153,m43912,22.955316
z64153,m77743,38.230484
z64153,m48232,57.020749
z64153,m48826,42.05316
z64771,m43399,49.687326
z65065,m42967,47.925117
z65065,m18937,79.752993
z65661,m83953,54.674451
z65661,m43399,61.378425
z66052,m88084,45.486857
z66052,m43912,33.04017
z66052,m77743,72.201468
z66052,m48232,16.576319
z66052,m48826,42.847893
z66873,m53848,63.905542
z67441,m53848,42.314757
z68062,m82225,36.971586
z68733,m82225,26.179611
z71452,m1279,43.600374
z71858,m87193,58.07708
z72026,m69454,55.835794
z72413,m43345,54.358795
z72955,m30925,30.682067
z72955,m29494,83.32712
z73720,m65080,69.977581
z74048,m88948,48.930496
z74344,m43399,45.88267
z74344,m29494,60.113935
z75426,m87193,64.105002
z76542,m87058,32.188892
z76542,m4384,55.603401
z76542,m44992,6.538689
z76542,m91027,68.764664
z76570,m87058,33.606861
z76570,m18748,59.941193
z76570,m44992,57.638392
z76570,m91027,38.472819
z77857,m87058,55.352367
z77857,m18748,36.756592
z77857,m91027,78.39219
z78393,m20287,44.372117
z78393,m90514,56.540429
z78573,m36892,48.274949
z78573,m52390,15.373345
z78573,m10972,69.68243
z78580,m36892,26.548084
z78580,m52390,57.047468
z78580,m10972,47.955565
z78731,m79201,40.364273
z78731,m87058,62.915697
z78731,m4384,1.386279
z78731,m44992,62.093623
z79519,m280,28.310293
z80103,m34786,91.567123
z80103,m51175,79.09931
z80103,m46126,68.885832
z80103,m23527,52.647538
z80650,m30628,21.695175
z80650,m16237,41.315592
z80650,m9298,60.802414
z80650,m34786,25.269302
z80650,m51175,48.682569
z80650,m46126,63.149954
z84118,m64945,39.74663
z84118,m72559,37.630239
z84118,m78499,5.497271
z84660,m72559,15.244721
z84660,m78499,45.261299
z85283,m4549,33.655328
z85283,m14401,38.657987
z85283,m69184,13.397384
z89110,m47995,10.834849
z92346,m41347,65.343395
z92346,m60799,48.989526
z92346,m51445,61.800336
z92346,m90541,41.172677
z92346,m75340,18.750497
z92346,m57709,67.763014
z92346,m38215,36.506179
z92544,m41347,72.254906
z92544,m60799,31.837196
z92544,m75340,49.362349
z92544,m78661,67.461649
z92544,m57709,71.33217
z92544,m38215,16.057474
z93204,m90946,63.745849
z93204,m79147,73.835675
z93204,m22987,61.333686
z93204,m27261,59.42297
